depmap_id,CCLEName,OncotreeLineage,OncotreePrimaryDisease,TP53_refined_status,any_TP53_LoF_high_impact,RTR_score_combined_rank_0_1,combined_RTR_quadrant,secondary_repair_preservation,secondary_repair_preservation_rank,secondary_removal_vulnerability,secondary_removal_vulnerability_rank,primary_repair_preservation,primary_repair_preservation_rank,primary_removal_vulnerability,primary_removal_vulnerability_rank,combined_repair_preservation_rank,combined_removal_vulnerability_rank,secondary_any_repair_median_auc,secondary_removal_median_auc,primary_any_repair_median_logfc,primary_removal_median_logfc,secondary_RTR_delta_any_repair_minus_removal,primary_RTR_delta_any_repair_minus_removal,RTR_score_formula_note,RTR_high_removal_high_quadrant_combined,RTR_high_top20pct,RTR_low_bottom20pct
ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 mutation-not-called,False,0.6848868223760092,repair-high / removal-low,1.152117742025255,0.9083333333333332,0.1499678155746664,0.1541666666666666,0.127081548289,0.9463667820069204,0.275040652519,0.2266435986159169,0.9273500576701268,0.1904051326412918,1.152117742025255,0.8500321844253336,0.127081548289,-0.275040652519,0.3020855575999215,0.402122200808,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000840,HCC366_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6805291234140715,repair-high / removal-low,1.18173395950149,0.9333333333333332,0.1868812432539639,0.4625,0.02724348471545,0.7006920415224913,0.335710280636,0.3356401384083045,0.8170126874279123,0.3990700692041522,1.18173395950149,0.8131187567460361,0.02724348471545,-0.335710280636,0.3686152027554541,0.36295376535145,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000035,NCIH1650_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6804390138408305,repair-high / removal-low,1.134440388058585,0.8916666666666667,0.187516399530748,0.475,0.008376773798035,0.6349480968858131,0.376580462626,0.4134948096885813,0.7633073817762399,0.4442474048442906,1.134440388058585,0.8124836004692519,0.008376773798035,-0.376580462626,0.321956787589333,0.3849572364240349,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000482,RERFLCKJ_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6779880334486736,repair-high / removal-low,0.9882996432353024,0.5645833333333333,0.1860872384094579,0.4520833333333333,0.1884635957505,0.9896193771626296,0.432448606014,0.5224913494809689,0.7771013552479815,0.4872873414071511,0.9882996432353024,0.813912761590542,0.1884635957505,-0.432448606014,0.1743868816447604,0.6209122017645,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000804,NB1_AUTONOMIC_GANGLIA,Peripheral Nervous System,Neuroblastoma,TP53 mutation-not-called,False,0.6770833333333334,repair-low / removal-high,0.861146161813289,0.0104166666666666,0.289296773157535,0.98125,0.0212814127653,0.6799307958477508,1.238818733575,1.0,0.3451737312572087,0.990625,0.861146161813289,0.710703226842465,0.0212814127653,-1.238818733575,0.1504429349708239,1.2601001463403,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000137,8MGBA_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 LoF/high-impact,True,0.6742430795847751,repair-low / removal-high,0.9549531258526424,0.3645833333333333,0.2037890737552025,0.6104166666666667,-0.09812379831965,0.1747404844290657,0.842669631366,0.9636678200692042,0.2696619088811995,0.7870422433679354,0.9549531258526424,0.7962109262447975,-0.09812379831965,-0.842669631366,0.1587421996078449,0.74454583304635,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000375,G402_SOFT_TISSUE,Kidney,Rhabdoid Cancer,TP53 mutation-not-called,False,0.6700944348327567,repair-low / removal-high,0.8925608214037515,0.0520833333333333,0.266370997461808,0.9479166666666666,-0.05400762500335,0.3391003460207612,0.775361962469,0.9411764705882352,0.1955918396770472,0.944546568627451,0.8925608214037515,0.733629002538192,-0.05400762500335,-0.775361962469,0.1589318188655595,0.72135433746565,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000449,MESSA_SOFT_TISSUE,Uterus,Uterine Sarcoma/Mesenchymal,TP53 mutation-not-called,False,0.6688437139561707,repair-low / removal-high,0.922693247576488,0.14375,0.2547634905786985,0.9145833333333332,-0.0585734566163,0.3217993079584775,0.6583294656425001,0.8737024221453287,0.2327746539792387,0.894142877739331,0.922693247576488,0.7452365094213015,-0.0585734566163,-0.6583294656425001,0.1774567381551864,0.5997560090262001,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000824,KYSE510_OESOPHAGUS,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,TP53 LoF/high-impact,True,0.6687031430219146,repair-low / removal-high,0.9431732506993936,0.25,0.2379743857628889,0.8541666666666666,-0.024131581451,0.4740484429065744,0.614625116228,0.8321799307958477,0.3620242214532871,0.8431732987312572,0.9431732506993936,0.762025614237111,-0.024131581451,-0.614625116228,0.1811476364622825,0.590493534777,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000734,JHH5_LIVER,Liver,Hepatocellular Carcinoma,TP53 LoF/high-impact,True,0.6667964244521338,repair-high / removal-high,0.9509699928770684,0.3270833333333333,0.2291504188958,0.8208333333333333,0.04353785032965,0.7647058823529411,0.543566070212,0.745674740484429,0.5458946078431373,0.7832540369088812,0.9509699928770684,0.7708495811042,0.04353785032965,-0.543566070212,0.1801204117728685,0.58710392054165,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000858,KNS62_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6643382352941176,repair-high / removal-high,1.113495851733985,0.8520833333333333,0.205289153630215,0.625,-0.04156880916585,0.3996539792387543,0.417251530985,0.4896193771626297,0.6258686562860438,0.5573096885813149,1.113495851733985,0.794710846369785,-0.04156880916585,-0.417251530985,0.3187850053642,0.37568272181915,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000827,WM793_SKIN,Skin,Melanoma,TP53 mutation-not-called,False,0.6633578431372549,repair-high / removal-low,1.02085363779393,0.6791666666666667,0.183012544753263,0.4229166666666666,0.159808334734,0.9688581314878892,0.344414067339,0.3512110726643598,0.824012399077278,0.3870638696655132,1.02085363779393,0.816987455246737,0.159808334734,-0.344414067339,0.2038661825471929,0.504222402073,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000802,BFTC905_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 LoF/high-impact,True,0.6576701268742791,repair-high / removal-high,0.9836341065631276,0.5520833333333334,0.201576307513994,0.5854166666666667,0.00322223617746,0.6124567474048442,0.551305738202,0.7560553633217993,0.5822700403690888,0.670736014994233,0.9836341065631276,0.798423692486006,0.00322223617746,-0.551305738202,0.1852104140771215,0.55452797437946,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000589,NCIH1437_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 hotspot,False,0.6557093425605536,repair-low / removal-high,0.952895263393529,0.3479166666666666,0.225301029463928,0.7875,-0.003944818112235,0.5674740484429066,0.5729499641255,0.78719723183391,0.4576953575547866,0.7873486159169549,0.952895263393529,0.774698970536072,-0.003944818112235,-0.5729499641255,0.178196292857457,0.569005146013265,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000704,OAW42_OVARY,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,TP53 mutation-not-called,False,0.6543540945790081,repair-high / removal-high,0.9870486917632706,0.5625,0.216173291332671,0.73125,0.07293363449055,0.8529411764705882,0.422234895218,0.5051903114186851,0.7077205882352942,0.6182201557093425,0.9870486917632706,0.783826708667329,0.07293363449055,-0.422234895218,0.2032219830959416,0.49516852970855,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000414,NCIH1944_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 mutation-not-called,False,0.6509767877739331,repair-low / removal-high,0.936716168619615,0.2104166666666666,0.2358682979258726,0.8458333333333333,-0.01588819290015,0.5155709342560554,0.613767937676,0.828719723183391,0.362993800461361,0.8372765282583622,0.936716168619615,0.7641317020741274,-0.01588819290015,-0.613767937676,0.1725844665454876,0.59787974477585,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000260,SKNAS_AUTONOMIC_GANGLIA,Peripheral Nervous System,Neuroblastoma,TP53 mutation-not-called,False,0.6504000865051903,repair-high / removal-high,1.00436311811871,0.625,0.201878820914286,0.5895833333333333,0.0026210000022099,0.610726643598616,0.481782593763,0.6349480968858131,0.6178633217993079,0.6122657151095732,1.00436311811871,0.798121179085714,0.0026210000022099,-0.481782593763,0.206241939032996,0.4844035937652099,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000939,SKUT1_SOFT_TISSUE,Uterus,Uterine Sarcoma/Mesenchymal,TP53 LoF/high-impact,True,0.649808967704729,repair-low / removal-high,0.951320976488557,0.3291666666666666,0.2041165475507804,0.6125,-0.0958425668902,0.1799307958477508,0.7639732269,0.9325259515570934,0.2545487312572088,0.7725129757785467,0.951320976488557,0.7958834524492195,-0.0958425668902,-0.7639732269,0.1554375240393374,0.6681306600098,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 LoF/high-impact,True,0.6480392156862745,repair-high / removal-low,1.06869769070439,0.7833333333333333,0.1757472208584555,0.3270833333333333,-0.03276686992975,0.4342560553633218,0.441095277313,0.5588235294117647,0.6087946943483276,0.442953431372549,1.06869769070439,0.8242527791415445,-0.03276686992975,-0.441095277313,0.2444449115628454,0.40832840738325,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000997,HCT15_LARGE_INTESTINE,Bowel,Colorectal Adenocarcinoma,TP53 LoF/high-impact,True,0.646622693194925,repair-high / removal-high,1.02790117763227,0.7041666666666667,0.1825083165965789,0.4083333333333333,-0.01882489946305,0.5034602076124568,0.490587902904,0.6557093425605537,0.6038134371395618,0.5320213379469435,1.02790117763227,0.817491683403421,-0.01882489946305,-0.490587902904,0.2104094942288489,0.47176300344095,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000210,CADOES1_BONE,Bone,Ewing Sarcoma,TP53 mutation-not-called,False,0.6453503460207612,repair-high / removal-high,1.00863926302538,0.63125,0.194212319418038,0.5291666666666667,-0.0194940726006999,0.4948096885813148,0.507194244536,0.6885813148788927,0.5630298442906574,0.6088739907727797,1.00863926302538,0.8057876805819619,-0.0194940726006999,-0.507194244536,0.202851582443418,0.4877001719353,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000684,KMRC1_KIDNEY,Kidney,Renal Cell Carcinoma,TP53 mutation-not-called,False,0.6436382641291811,repair-low / removal-high,0.9701550093859326,0.4854166666666666,0.2341358569935392,0.8416666666666667,-0.124841142981,0.1038062283737024,0.605569611742,0.8166089965397924,0.2946114475201845,0.8291378316032295,0.9701550093859326,0.7658641430064608,-0.124841142981,-0.605569611742,0.2042908663794718,0.4807284687609999,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000176,LOUNH91_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6432994521337947,repair-high / removal-low,1.02249621548302,0.6895833333333333,0.16133531502536,0.21875,0.07076337972465,0.842560553633218,0.469878803389,0.610726643598616,0.7660719434832757,0.414738321799308,1.02249621548302,0.83866468497464,0.07076337972465,-0.469878803389,0.1838315305083802,0.54064218311365,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000393,HLF_LIVER,Liver,Hepatocellular Carcinoma,TP53 LoF/high-impact,True,0.6411944925028835,repair-high / removal-low,1.134034715841305,0.8875,0.200871277292056,0.5770833333333333,0.0135694111584,0.657439446366782,0.331026787077,0.3269896193771626,0.772469723183391,0.4520364763552479,1.134034715841305,0.799128722707944,0.0135694111584,-0.331026787077,0.3349059931333611,0.3445961982354,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000021,NCIH1693_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.641079152249135,repair-high / removal-low,1.01016430775115,0.6354166666666666,0.1988675426842225,0.5604166666666667,0.0982879451116,0.8961937716262975,0.371006919031,0.4031141868512111,0.7658052191464821,0.4817654267589388,1.01016430775115,0.8011324573157774,0.0982879451116,-0.371006919031,0.2090318504353725,0.4692948641426,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000118,HUPT3_PANCREAS,Pancreas,Pancreatic Adenocarcinoma,TP53 LoF/high-impact,True,0.637791955017301,repair-high / removal-high,1.01298941600831,0.6458333333333334,0.1751630508288491,0.3208333333333333,-0.0189630530572,0.5017301038062284,0.536139383364,0.7387543252595156,0.5737817185697809,0.5297938292964245,1.01298941600831,0.8248369491711509,-0.0189630530572,-0.536139383364,0.188152466837159,0.5171763303068,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000463,NCIH460_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 mutation-not-called,False,0.6370278258362169,repair-low / removal-high,0.9421369619736064,0.2416666666666666,0.2155962208042905,0.7229166666666667,-0.1020465867665,0.157439446366782,0.719912943343,0.9186851211072664,0.1995530565167243,0.8208008938869665,0.9421369619736064,0.7844037791957095,-0.1020465867665,-0.719912943343,0.157733182777897,0.6178663565765,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000977,LNCAPCLONEFGC_PROSTATE,Prostate,Prostate Adenocarcinoma,TP53 mutation-not-called,False,0.636854815455594,repair-low / removal-high,0.95955184859191,0.4125,0.218717577055177,0.7479166666666667,-0.0729002914803,0.2750865051903114,0.62045339182,0.842560553633218,0.3437932525951557,0.7952386101499423,0.95955184859191,0.781282422944823,-0.0729002914803,-0.62045339182,0.178269425647087,0.5475531003397001,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000724,HT1376_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 LoF/high-impact,True,0.6365051903114187,repair-high / removal-low,1.02236596834589,0.6875,0.17839929175614,0.3625,0.0575697912693499,0.7975778546712803,0.428068300097,0.5103806228373703,0.7425389273356402,0.4364403114186851,1.02236596834589,0.82160070824386,0.0575697912693499,-0.428068300097,0.2007652601020301,0.48563809136635,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000037,S117_THYROID,Soft Tissue,"Sarcoma, NOS",TP53 LoF/high-impact,True,0.6354202710495963,repair-high / removal-high,1.05892073922559,0.7708333333333334,0.2503947897748555,0.89375,0.04023726587775,0.7525951557093425,0.312420732193,0.2906574394463668,0.761714244521338,0.5922037197231834,1.05892073922559,0.7496052102251445,0.04023726587775,-0.312420732193,0.3093155290004454,0.35265799807075,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000182,SNU869_BILIARY_TRACT,Ampulla of Vater,Ampullary Carcinoma,TP53 mutation-not-called,False,0.6347102076124567,repair-high / removal-low,1.07904809042061,0.8,0.1625144491257943,0.2291666666666666,0.0824218167832,0.8633217993079585,0.320896453294,0.3062283737024221,0.8316608996539793,0.2676975201845444,1.07904809042061,0.8374855508742056,0.0824218167832,-0.320896453294,0.2415625395464042,0.4033182700772,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000553,SQ1_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.6338559688581316,repair-high / removal-high,0.999999974940165,0.6145833333333334,0.1936414845629391,0.5166666666666667,0.037975379857,0.7387543252595156,0.463545614938,0.5934256055363322,0.6766688292964245,0.5550461361014994,0.999999974940165,0.8063585154370608,0.037975379857,-0.463545614938,0.1936414595031041,0.501520994795,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000649,786O_KIDNEY,Kidney,Renal Cell Carcinoma,TP53 LoF/high-impact,True,0.6335820357554787,repair-high / removal-low,1.114154499450435,0.8541666666666666,0.155610644654275,0.1875,-0.08711790152195,0.2162629757785467,0.469740653056,0.6089965397923875,0.5352148212226067,0.3982482698961938,1.114154499450435,0.844389355345725,-0.08711790152195,-0.469740653056,0.2697651441047098,0.38262275153405,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,Head and Neck,Head and Neck Squamous Cell Carcinoma,TP53 LoF/high-impact,True,0.6319852941176471,repair-low / removal-high,0.9691125831196804,0.4770833333333333,0.2289431608258509,0.81875,-0.1054834607315,0.1505190311418685,0.592919467597,0.8096885813148789,0.3138011822376009,0.8142192906574395,0.9691125831196804,0.771056839174149,-0.1054834607315,-0.592919467597,0.1980557439455315,0.4874360068655,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000421,SW837_LARGE_INTESTINE,Bowel,Colorectal Adenocarcinoma,TP53 LoF/high-impact,True,0.6308787485582468,repair-high / removal-low,1.071003542364305,0.7875,0.1658786340523229,0.2479166666666666,-0.03016961057055,0.4480968858131487,0.435040383032,0.5346020761245674,0.6177984429065744,0.391259371395617,1.071003542364305,0.834121365947677,-0.03016961057055,-0.435040383032,0.2368821764166279,0.40487077246145,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000507,KE39_STOMACH,Esophagus/Stomach,Esophagogastric Adenocarcinoma,TP53 hotspot,False,0.629757785467128,repair-low / removal-high,,,,,-0.09676791943915,0.1764705882352941,0.559285333797,0.7647058823529411,0.1764705882352941,0.7647058823529411,,,-0.09676791943915,-0.559285333797,,0.46251741435785,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
