analysis,dataset,AUC_version,value_metric,tp53_contrast,tp53_contrast_status,reference_status,cell_line_delta_n,cell_line_delta_n_tp53_contrast,cell_line_delta_n_reference,median_delta_tp53_contrast,median_delta_reference,cell_line_delta_difference_tp53_minus_ref,cell_line_delta_MW_AUC_tp53_greater,cell_line_delta_p_value,test,source_cell_line_table,source_status_table
AUC_clip1_secondary_cell_line_delta_TP53_interaction_sensitivity,secondary,clip1_AUC,AUC,LoF_high_impact_vs_not_called,TP53 LoF/high-impact,TP53 mutation-not-called,469,343,126,0.156507516164287,0.1519220641063112,0.0045854520579758085,0.5185108056828174,0.5388794186407926,two-sided Mann-Whitney U on clipped Secondary cell-line repair-minus-cytotoxic deltas,AUC_clip_sensitivity_cell_line_level.csv,RTR_combined_decomposition_578.csv
