drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-A08545410-311-03-4,doxycycline,metalloproteinase inhibitor,MMP8,464,doxycycline | metalloproteinase inhibitor | mmp8 | dental | periodontitis,other,False,False,False,PRISM Secondary dose-response,False
BRD-K05524748-003-04-4,dronedarone,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, KCNA5, KCNH2, KCNK2, SCN1A",439,"dronedarone | adrenergic receptor antagonist | adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, adrb1, cacna1c, cacna1d, cacna1f, cacna1s, cacnb1, cacnb2, cacnb3, cacnb4, kcna5, kcnh2, kcnk2, scn1a | cardiology | atrial fibrillation (af)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04394237-001-03-7,drospirenone,mineralocorticoid receptor antagonist,"AR, NR3C2, PGR",445,"drospirenone | mineralocorticoid receptor antagonist | ar, nr3c2, pgr | endocrinology | contraceptive",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13314656-001-01-0,ebastine,histamine receptor antagonist,"CYP3A4, HRH1",446,"ebastine | histamine receptor antagonist | cyp3a4, hrh1 | allergy | allergic rhinitis, urticaria",other,False,False,False,PRISM Secondary dose-response,False
BRD-A47953250-001-01-7,ecamsule-triethanolamine,,,407,"ecamsule-triethanolamine |  |  | dermatology | skin protectant, sunscreen lotion",other,False,False,False,PRISM Secondary dose-response,False
BRD-A68969091-001-12-7,echinomycin,DNA intercalating agent,,467,echinomycin | dna intercalating agent |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-M92675308-003-07-1,efonidipine-monoethanolate,"L-type calcium channel blocker, T-type calcium channel blocker","CACNA1C, CACNA1G",469,"efonidipine-monoethanolate | l-type calcium channel blocker, t-type calcium channel blocker | cacna1c, cacna1g |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K88807631-001-01-3,elacridar,P glycoprotein inhibitor,ABCB1,460,elacridar | p glycoprotein inhibitor | abcb1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K82135108-001-04-3,elesclomol,oxidative stress inducer,HSPA1A,479,elesclomol | oxidative stress inducer | hspa1a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K40496271-396-01-1,eltrombopag,thrombopoietin receptor agonist,MPL,460,"eltrombopag | thrombopoietin receptor agonist | mpl | hematology, infectious disease | anemia, hepatitis c, thrombocytopenia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K86727142-001-12-4,embelin,"HCV inhibitor, XIAP inhibitor",XIAP,390,"embelin | hcv inhibitor, xiap inhibitor | xiap |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A25687296-300-04-3,emetine,protein synthesis inhibitor,RPS2,463,emetine | protein synthesis inhibitor | rps2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21152241-001-07-3,enoximone,phosphodiesterase inhibitor,PDE3A,426,enoximone | phosphodiesterase inhibitor | pde3a | cardiology | congestive heart failure,other,False,False,False,PRISM Secondary dose-response,False
BRD-K77908580-001-09-6,entinostat,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC9",463,"entinostat | hdac inhibitor | hdac1, hdac2, hdac3, hdac9 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K56851771-001-06-8,enzalutamide,androgen receptor antagonist,AR,356,enzalutamide | androgen receptor antagonist | ar | oncology | prostate cancer,other,False,False,False,PRISM Secondary dose-response,False
BRD-K42756753-001-01-9,epiandrosterone,steroid,G6PD,429,epiandrosterone | steroid | g6pd |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A98990573-003-01-3,epinastine,histamine receptor antagonist,"ADRA1A, ADRA2A, HRH1, HRH2, HTR2A, HTR7",406,"epinastine | histamine receptor antagonist | adra1a, adra2a, hrh1, hrh2, htr2a, htr7 | ophthalmology | conjunctivitis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K63126190-003-01-6,epinephrine,"adrenergic receptor agonist, neurotransmitter","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF",397,"epinephrine | adrenergic receptor agonist, neurotransmitter | adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, adrb1, adrb2, adrb3, pah, tnf | cardiology, allergy, pulmonary | cardiac arrest, anaphylactic shock, asthma",other,False,False,False,PRISM Secondary dose-response,False
BRD-K19761926-001-03-6,eplerenone,cytochrome P450 inhibitor,NR3C2,441,"eplerenone | cytochrome p450 inhibitor | nr3c2 | cardiology | congestive heart failure, hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-A91366704-001-01-9,eprinomectin,benzodiazepine receptor agonist,,351,"eprinomectin | benzodiazepine receptor agonist |  | infectious disease | gastrointestinal roundworms, lungworms",other,False,False,False,PRISM Secondary dose-response,False
BRD-K17979676-001-01-2,eprobemide,monoamine oxidase inhibitor,MAOA,400,eprobemide | monoamine oxidase inhibitor | maoa | neurology/psychiatry | depression,other,False,False,False,PRISM Secondary dose-response,False
BRD-K67977190-066-02-3,eprosartan,angiotensin receptor antagonist,AGTR1,426,eprosartan | angiotensin receptor antagonist | agtr1 | cardiology | hypertension,other,False,False,False,PRISM Secondary dose-response,False
BRD-A90547603-001-02-5,eptifibatide,platelet aggregation inhibitor,"ITGA2B, ITGB3",385,"eptifibatide | platelet aggregation inhibitor | itga2b, itgb3 | cardiology | acute coronary syndrome (acs), percutaneous coronary intervention (pci)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K54847683-001-04-0,equol,estrogen receptor agonist,"ESR1, ESR2",422,"equol | estrogen receptor agonist | esr1, esr2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A25004090-001-08-4,erastin,ion channel antagonist,VDAC2,390,erastin | ion channel antagonist | vdac2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K84163249-001-01-9,ercalcitriol,vitamin D receptor agonist,VDR,443,ercalcitriol | vitamin d receptor agonist | vdr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K84868168-001-01-0,erdafitinib,FGFR inhibitor,"FGFR1, FGFR2, FGFR3, FGFR4",438,"erdafitinib | fgfr inhibitor | fgfr1, fgfr2, fgfr3, fgfr4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K70401845-001-15-7,erlotinib,EGFR inhibitor,"EGFR, NR1I2",433,"erlotinib | egfr inhibitor | egfr, nr1i2 | oncology | non-small cell lung cancer (nsclc), pancreatic cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K70401845-003-09-6,erlotinib,EGFR inhibitor,"EGFR, NR1I2",460,"erlotinib | egfr inhibitor | egfr, nr1i2 | oncology | non-small cell lung cancer (nsclc), pancreatic cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K80608265-001-01-6,erteberel,estrogen receptor agonist,"ESR1, ESR2",448,"erteberel | estrogen receptor agonist | esr1, esr2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K79315489-001-07-8,erythritol,,,436,erythritol |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K18910433-001-36-6,estradiol,estrogen receptor agonist,"ESR1, ESR2, GPER1, KCNMA1, NR1I2",404,"estradiol | estrogen receptor agonist | esr1, esr2, gper1, kcnma1, nr1i2 | endocrinology | contraceptive",other,False,False,False,PRISM Secondary dose-response,False
BRD-A74765037-001-01-1,estradiol-benzoate,contraceptive agent,ESR1,385,estradiol-benzoate | contraceptive agent | esr1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A91452556-001-04-0,estradiol-cypionate,estrogen receptor agonist,ESR1,427,"estradiol-cypionate | estrogen receptor agonist | esr1 | endocrinology | hypoestrogenism, menopause",other,False,False,False,PRISM Secondary dose-response,False
BRD-K81839095-001-30-1,estrone,"estrogen receptor agonist, estrogenic hormone","ESR1, ESR2",407,"estrone | estrogen receptor agonist, estrogenic hormone | esr1, esr2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K24715592-406-02-1,ethacridine-lactate-monohydrate,DNA intercalating agent,,449,ethacridine-lactate-monohydrate | dna intercalating agent |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K48195008-001-19-9,ethinyl-estradiol,"estrogen receptor agonist, estrogenic hormone","ESR1, ESR2, NR1I2",397,"ethinyl-estradiol | estrogen receptor agonist, estrogenic hormone | esr1, esr2, nr1i2 | endocrinology | contraceptive",other,False,False,False,PRISM Secondary dose-response,False
BRD-K49840922-001-05-1,etofylline-clofibrate,platelet aggregation inhibitor,PPARA,308,etofylline-clofibrate | platelet aggregation inhibitor | ppara |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K32405725-001-02-8,etomoxir,carnitine palmitoyltransferase inhibitor,CPT1A,439,etomoxir | carnitine palmitoyltransferase inhibitor | cpt1a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K16551357-001-03-2,evacetrapib,cholesteryl ester transfer protein inhibitor,CETP,453,evacetrapib | cholesteryl ester transfer protein inhibitor | cetp |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K13514097-001-04-6,everolimus,mTOR inhibitor,MTOR,416,"everolimus | mtor inhibitor | mtor | oncology, neurology/psychiatry, genetics, urology | breast cancer, neuroendocrine tumors of pancreatic origin (pnet), renal cell carcinoma (rcc), subependymal giant cell astrocytoma (sega), tuberous sclerosis complex (tsc), renal angiomyolipoma",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13514097-001-05-3,everolimus,mTOR inhibitor,MTOR,406,"everolimus | mtor inhibitor | mtor | oncology, neurology/psychiatry, genetics, urology | breast cancer, neuroendocrine tumors of pancreatic origin (pnet), renal cell carcinoma (rcc), subependymal giant cell astrocytoma (sega), tuberous sclerosis complex (tsc), renal angiomyolipoma",other,False,False,False,PRISM Secondary dose-response,False
BRD-A68631409-001-05-4,evodiamine,"ATPase inhibitor, TRPV agonist",TRPV1,467,"evodiamine | atpase inhibitor, trpv agonist | trpv1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K33425534-001-12-5,exemestane,aromatase inhibitor,CYP19A1,321,exemestane | aromatase inhibitor | cyp19a1 | oncology | breast cancer,other,False,False,False,PRISM Secondary dose-response,False
BRD-K45033733-001-12-2,famciclovir,DNA polymerase inhibitor,,346,"famciclovir | dna polymerase inhibitor |  | dental, infectious disease | cold sore, genitial herpes, shingles",other,False,False,False,PRISM Secondary dose-response,False
BRD-K00673382-001-18-9,famotidine,histamine receptor antagonist,HRH2,388,famotidine | histamine receptor antagonist | hrh2 | gastroenterology | heartburn,other,False,False,False,PRISM Secondary dose-response,False
BRD-K04264130-001-01-4,favipiravir,RNA polymerase inhibitor,,418,favipiravir | rna polymerase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K18157228-001-01-7,fdcyd,DNA methyltransferase inhibitor,,406,fdcyd | dna methyltransferase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K99107520-001-24-1,felbamate,glutamate receptor antagonist,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",470,"felbamate | glutamate receptor antagonist | grin1, grin2a, grin2b, grin2c, grin2d, grin3a, grin3b | neurology/psychiatry | epilepsy",other,False,False,False,PRISM Secondary dose-response,False
BRD-K08791496-001-01-0,fenaclon,,,393,fenaclon |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A71033472-003-23-9,fendiline,calcium channel blocker,HTR2B,387,fendiline | calcium channel blocker | htr2b |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A81129465-001-03-8,fenoprofen,prostaglandin inhibitor,"PTGS1, PTGS2, SLC5A8",398,"fenoprofen | prostaglandin inhibitor | ptgs1, ptgs2, slc5a8 | rheumatology | rheumatoid arthritis, osteoarthritis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K37069697-001-01-3,fexinidazole,,,357,fexinidazole |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K37379014-001-01-2,filanesib,"kinesin inhibitor, kinesin-like spindle protein inhibitor",KIF11,312,"filanesib | kinesin inhibitor, kinesin-like spindle protein inhibitor | kif11 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K37379014-001-02-0,filanesib,"kinesin inhibitor, kinesin-like spindle protein inhibitor",KIF11,431,"filanesib | kinesin inhibitor, kinesin-like spindle protein inhibitor | kif11 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16803204-001-01-6,filgotinib,JAK inhibitor,"JAK1, JAK2, JAK3, TYK2",381,"filgotinib | jak inhibitor | jak1, jak2, jak3, tyk2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K98384930-003-01-5,finafloxacin,bacterial DNA gyrase inhibitor,,442,"finafloxacin | bacterial dna gyrase inhibitor |  | infectious disease, pulmonary | intra-abdominal infections, chronic obstructive pulmonary disease (copd), cystic fibrosis",other,False,False,False,PRISM Secondary dose-response,False
BRD-A30886737-001-02-9,florfenicol,protein synthesis inhibitor,,433,florfenicol | protein synthesis inhibitor |  | pulmonary | bovine respiratory disease (brd),other,False,False,False,PRISM Secondary dose-response,False
BRD-K66788707-001-14-3,fludarabine,ribonucleotide reductase inhibitor,"ADA, RRM1, RRM2",438,"fludarabine | ribonucleotide reductase inhibitor | ada, rrm1, rrm2 | hematologic malignancy | chronic lymphocytic leukemia (cll)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K71106091-001-06-1,fludarabine-phosphate,ribonucleotide reductase inhibitor,"DCK, POLA1, POLD1, POLE, RRM1, RRM2, RRM2B",457,"fludarabine-phosphate | ribonucleotide reductase inhibitor | dck, pola1, pold1, pole, rrm1, rrm2, rrm2b | hematologic malignancy | chronic lymphocytic leukemia (cll)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K44067360-001-30-3,flufenamic-acid,chloride channel blocker,"AKR1C3, ANO1, AR, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, PTGS1, PTGS2, TRPC5, TRPM2, TRPM5",404,"flufenamic-acid | chloride channel blocker | akr1c3, ano1, ar, gja1, gja10, gja3, gja4, gja5, gja8, gja9, gjb1, gjb2, gjb3, gjb4, gjb5, gjb6, gjb7, gjc1, gjc2, gjc3, gjd2, gjd3, gjd4, gje1, panx1, panx2, panx3, pkd2l1, ptgs1, ptgs2, trpc5, trpm2, trpm5 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K68870568-066-01-5,flumatinib,Bcr-Abl kinase inhibitor,"ABL1, PDGFRB",440,"flumatinib | bcr-abl kinase inhibitor | abl1, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K51199656-003-01-4,fluoromethylcholine,,,308,fluoromethylcholine |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K56908511-001-01-2,fluroxene,local anesthetic,,443,fluroxene | local anesthetic |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K28307902-001-21-7,flutamide,androgen receptor antagonist,"AHR, AR",438,"flutamide | androgen receptor antagonist | ahr, ar | oncology | prostate cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K66296774-236-11-3,fluvastatin,HMGCR inhibitor,HMGCR,470,"fluvastatin | hmgcr inhibitor | hmgcr | endocrinology, cardiology | hypercholesterolemia, congenital heart defects",other,False,False,False,PRISM Secondary dose-response,False
BRD-K03449891-001-08-6,foretinib,VEGFR inhibitor,"FLT1, FLT4, KDR, MET",478,"foretinib | vegfr inhibitor | flt1, flt4, kdr, met |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A26503646-001-16-6,formestane,aromatase inhibitor,CYP19A1,422,formestane | aromatase inhibitor | cyp19a1 | oncology | breast cancer,other,False,False,False,PRISM Secondary dose-response,False
