broad_id,name,moa,target,axis_membership,n_datasets,n_positive_delta,n_FDR_lt_0_05,median_delta,median_mw_auc,min_FDR
BRD-K41213548-001-02-0,KW-2478,HSP inhibitor,,HSP90_proteostasis,4,4,0,0.4231214588750001,0.5620943635633068,0.0508097906460388
BRD-K81801188-001-02-8,PP-121,protein tyrosine kinase inhibitor,"ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC",AKT_PI3K_mTOR_survival,4,4,0,0.31027561953499994,0.559665165835197,0.1246133713872217
BRD-K28360340-001-08-3,TW-37,BCL inhibitor,"BCL2, BCL2L1, MCL1",apoptosis_IAP_BCL_MCL,2,2,0,0.19558693836677926,0.5545853984263787,0.1698537133324561
BRD-K03289018-001-02-7,CCT137690,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",PLK_Aurora_mitotic_kinase,4,4,0,0.10499164009750005,0.5534153133097723,0.15673113986279555
BRD-K69172251-001-08-9,cisplatin,"DNA alkylating agent, DNA synthesis inhibitor",XIAP,apoptosis_IAP_BCL_MCL,4,3,0,0.02025874653765248,0.5499515084547415,0.1296856614775798
BRD-K06543683-066-02-1,bisindolylmaleimide-ix,PKC inhibitor,"AKT1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT1",AKT_PI3K_mTOR_survival,4,3,0,0.21069287704224465,0.5480066722604585,0.0699829955994557
BRD-K82746043-001-15-1,navitoclax,BCL inhibitor,"BCL2, BCL2L1, BCL2L2",apoptosis_IAP_BCL_MCL,4,4,0,0.093934486149,0.5470395204726421,0.05611049468381921
BRD-K83988098-003-03-4,alvespimycin,HSP inhibitor,HSP90AA1,HSP90_proteostasis,4,4,0,0.14428538180499956,0.544358973981954,0.11922366459893845
BRD-K82967180-001-01-6,LY3023414,"PI3K inhibitor, mTOR inhibitor",MTOR,AKT_PI3K_mTOR_survival,4,3,0,0.09877692405765912,0.5438083338091795,0.053223535539985
BRD-K56291712-001-01-0,voxtalisib,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA",AKT_PI3K_mTOR_survival,4,4,0,0.12394554735819999,0.5437992771977578,0.1454873792631384
BRD-K23925186-001-02-8,oridonin,BCL inhibitor,BCL2,apoptosis_IAP_BCL_MCL,2,2,0,0.09058095414513229,0.5422800766335855,0.22796666355486042
BRD-K87112191-001-04-5,PP242,mTOR inhibitor,"MTOR, PASK",AKT_PI3K_mTOR_survival,4,3,0,0.06260818344669844,0.541761280619286,0.057140145522242
BRD-K23228615-001-02-8,GDC-0980,"mTOR inhibitor, PI3K inhibitor","FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK",AKT_PI3K_mTOR_survival,4,3,0,0.057112561625199745,0.5417312951570037,0.1338280574790718
BRD-K67868012-001-07-6,PI-103,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",AKT_PI3K_mTOR_survival,4,4,0,0.12090554785174999,0.5412617952457526,0.0864257433444283
BRD-K24556407-001-02-3,ETP-46464,ATR kinase inhibitor,,DDR_ATR_CHK_WEE_PARP,4,4,0,0.07027427364250016,0.5396116636222177,0.07991603896082372
BRD-K62374002-001-01-5,PI3K-IN-2,PI3K inhibitor,,AKT_PI3K_mTOR_survival,4,4,0,0.12179824386074978,0.5394409602244674,0.0893721584935613
BRD-K86727142-001-12-4,embelin,"HCV inhibitor, XIAP inhibitor",XIAP,apoptosis_IAP_BCL_MCL,4,2,0,-0.005138256994789469,0.5391976290073197,0.2600770787107658
BRD-K05444225-001-01-7,E7449,PARP inhibitor,"PARP1, PARP2, TNKS, TNKS2",DDR_ATR_CHK_WEE_PARP,4,2,0,-0.013995536866441633,0.5381817272471119,0.0587835587503016
BRD-K81916719-001-13-9,triclabendazole,microtubule inhibitor,DNMT1,microtubule_tubulin,4,3,0,0.05302304991168929,0.5378644441144442,0.1025446878007426
BRD-K55966568-001-05-4,orantinib,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB",PLK_Aurora_mitotic_kinase,4,4,0,0.04197004814050001,0.537162557320396,0.3617754989312743
BRD-K15600710-066-04-1,obatoclax,BCL inhibitor,BCL2,apoptosis_IAP_BCL_MCL,4,3,0,0.009329340061661416,0.5370763495763495,0.3034156813545897
BRD-K12040459-001-06-0,AT7867,AKT inhibitor,"AKT2, GSK3B, PKIA, PRKACA",AKT_PI3K_mTOR_survival,4,4,0,0.10394695410095,0.5360169050229596,0.3600143605376976
BRD-K08542803-001-03-1,gambogic-acid,caspase activator,BCL2,apoptosis_IAP_BCL_MCL,2,1,0,-0.0064218832609700405,0.535488480010812,0.21165631550297317
BRD-K07310275-001-02-5,PF-04691502,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA",AKT_PI3K_mTOR_survival,4,4,0,0.13212092448499985,0.5350837292004216,0.3617754989312743
BRD-K63068307-001-08-9,ZSTK-474,PI3K inhibitor,"PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,4,0,0.05974911181300007,0.5348219811720252,0.2897324207058669
BRD-K78177893-001-02-4,A-674563,AKT inhibitor,"AKT1, PKIA, PRKACA",AKT_PI3K_mTOR_survival,4,4,0,0.14312464010500037,0.5345534547012519,0.3377184123718596
BRD-K11590034-002-03-4,morin,cytochrome P450 inhibitor,"ADORA2A, ESR2, FASN, MCL1, SLC22A12",apoptosis_IAP_BCL_MCL,2,1,0,0.01539520269056005,0.5340543777054352,0.2897324207058669
BRD-K08703257-001-12-1,3-amino-benzamide,PARP inhibitor,PARP1,DDR_ATR_CHK_WEE_PARP,4,3,0,0.095973591786345,0.5340307121225849,0.1542750389655799
BRD-K98795921-001-01-7,SB-2343,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,3,0,0.07704656552835018,0.5336834321370301,0.1988874519740569
BRD-K81473043-001-19-5,tanespimycin,HSP inhibitor,HSP90AA1,HSP90_proteostasis,1,1,0,0.012633154648639788,0.533558052434457,0.49230026259276005
BRD-K62391742-001-09-7,venetoclax,BCL inhibitor,BCL2,apoptosis_IAP_BCL_MCL,3,3,0,0.02907652994663,0.5334686296092461,0.1694938096425282
BRD-K91701654-001-03-1,U-0126,MEK inhibitor,"AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1",AKT_PI3K_mTOR_survival;DDR_ATR_CHK_WEE_PARP,2,2,0,0.059092802718353946,0.5331078350248095,0.44278785926080183
BRD-K82135108-001-04-3,elesclomol,oxidative stress inducer,HSPA1A,HSP90_proteostasis,4,2,0,0.00799258705642244,0.5313094048223246,0.25616779868694856
BRD-K59317601-001-05-5,MLN0128,mTOR inhibitor,"MTOR, PIK3CA, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,3,0,0.07349149263813104,0.531243881270002,0.1220990232240029
BRD-K07972848-001-02-0,GSK2126458,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,3,0,0.18040296446749982,0.5306346062042433,0.1016183580346389
BRD-K58772419-001-07-0,AZD6482,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,4,0,0.033322766643966245,0.5299374101696079,0.4845582713715402
BRD-K78659596-001-03-9,ixazomib,proteasome inhibitor,,proteasome,4,2,0,-0.04046400110893422,0.5297611525338051,0.07123615546520029
BRD-K12184916-001-19-6,NVP-BEZ235,"mTOR inhibitor, PI3K inhibitor","ATR, MTOR, PIK3CA, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival;DDR_ATR_CHK_WEE_PARP,1,1,0,0.030473735798828394,0.5281969309462915,0.5878029735824829
BRD-K18163608-001-05-6,HA14-1,BCL inhibitor,BCL2,apoptosis_IAP_BCL_MCL,2,1,0,-0.04477024614402053,0.5278615473934152,0.14179655893286428
BRD-K28352084-001-02-3,CH5132799,PI3K inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,4,0,0.11569329957499994,0.5270765209205128,0.2383176494482262
BRD-K13049116-001-04-0,BMS-754807,IGF-1 inhibitor,"AKT1, IGF1R",AKT_PI3K_mTOR_survival,1,1,0,0.015470380669937667,0.5260429835651075,0.6093044673446952
BRD-K08703257-001-13-9,3-amino-benzamide,PARP inhibitor,PARP1,DDR_ATR_CHK_WEE_PARP,3,1,0,-0.017661688631739,0.5256604292790313,0.5510247269346257
BRD-K63923597-001-10-0,barasertib-HQPA,Aurora kinase inhibitor,AURKB,PLK_Aurora_mitotic_kinase,4,3,0,0.023460949556051915,0.5249430191937818,0.053964014441168745
BRD-K79555887-001-01-0,RI-1,,RAD51,DDR_ATR_CHK_WEE_PARP,4,2,0,0.009113800232754977,0.5248485000411371,0.1842041258230084
BRD-K85920262-001-02-1,WAY-600,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,3,0,0.16728389669249974,0.5240934651929416,0.2808950946225615
BRD-K25412176-001-01-9,GSK2110183,AKT inhibitor,"AKT1, AKT2, AKT3",AKT_PI3K_mTOR_survival,4,3,0,0.02340621967954624,0.5239745483700489,0.0784525235356731
BRD-K40175214-001-11-6,torin-1,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,3,0,0.17328006274750019,0.5237949242767941,0.0994419256275146
BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,2,0,0.024880762866514132,0.5236266598315362,0.1476705308874423
BRD-K44844162-001-01-6,taselisib,PI3K inhibitor,PIK3CA,AKT_PI3K_mTOR_survival,4,4,0,0.0841866705834998,0.5212775962775962,0.5854464831374656
BRD-K08542803-001-02-3,gambogic-acid,caspase activator,BCL2,apoptosis_IAP_BCL_MCL,3,2,0,0.0078646940449997,0.5210366398570152,0.50276446497365
BRD-A28467416-002-01-0,PKI-179,"mTOR inhibitor, PI3K inhibitor",MTOR,AKT_PI3K_mTOR_survival,4,4,0,0.04463480545250008,0.5208302054668867,0.2383176494482262
BRD-K87124298-001-03-4,OSI-027,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,4,0,0.09996717797999995,0.5195918218431841,0.5172001482742687
BRD-K43449605-001-01-0,oncrasin-1,apoptosis stimulant,,apoptosis_IAP_BCL_MCL,4,2,0,0.12346284922551498,0.5178157932468277,0.2959032649659516
BRD-A36331462-001-02-1,oprozomib,proteasome inhibitor,,proteasome,4,2,0,-0.010284920530421704,0.5175941040862544,0.6156094124789551
BRD-K12184916-001-15-4,NVP-BEZ235,"mTOR inhibitor, PI3K inhibitor","ATR, MTOR, PIK3CA, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival;DDR_ATR_CHK_WEE_PARP,4,2,0,0.03487402830492803,0.5168505694499552,0.2741350164010611
BRD-K29415052-050-04-8,BGT226,PI3K inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CG",AKT_PI3K_mTOR_survival,4,2,0,0.026095584639160008,0.5166971000980741,0.404801169548911
BRD-K13514097-001-05-3,everolimus,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,2,0,0.02843729356414592,0.5163323552305827,0.4743959259893044
BRD-K76703230-004-04-1,YM-155,survivin inhibitor,BIRC5,apoptosis_IAP_BCL_MCL,4,2,0,-0.03177591227531901,0.5133483561562504,0.46723981735721715
BRD-K45293975-001-02-0,7-hydroxystaurosporine,"CDK inhibitor, CHK inhibitor, PKC inhibitor","CHEK1, MARK3, PDPK1",AKT_PI3K_mTOR_survival;DDR_ATR_CHK_WEE_PARP,4,4,0,0.0674855463555053,0.512266699509434,0.1988874519740569
BRD-K88510285-001-11-1,bortezomib,"NFkB pathway inhibitor, proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA",proteasome,4,3,0,0.021055958128318005,0.5104600436248266,0.09536169140934316
BRD-K11853856-001-01-7,PJ-34,PARP inhibitor,"EEF2, PARP1, PARP15, PARP3",DDR_ATR_CHK_WEE_PARP,4,2,0,-0.025630085996542484,0.5093940464606789,0.2610621930509443
BRD-K97365803-001-02-1,PI-828,PI3K inhibitor,,AKT_PI3K_mTOR_survival,4,2,0,0.010612145959299997,0.5088588588588588,0.6683815287868927
BRD-K77638923-001-02-0,CUDC-907,PI3K inhibitor,"HDAC2, PIK3R1",AKT_PI3K_mTOR_survival,4,3,0,0.04620038688032887,0.5088247671642144,0.33099703171734335
BRD-K43389698-001-09-9,BMS-387032,"CDK inhibitor, cell cycle inhibitor, MCL1 inhibitor","CDK2, CDK7, CDK9",apoptosis_IAP_BCL_MCL,2,2,0,0.08426094700490017,0.5084485832550698,0.6658427533666598
BRD-A45498368-001-07-1,WYE-125132,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,3,0,0.03615335157085927,0.5073929537414127,0.0795928143538464
BRD-K19295594-015-14-3,gossypol,"BCL inhibitor, MCL1 inhibitor",BCL2,apoptosis_IAP_BCL_MCL,2,1,0,0.11276178269672876,0.5066026861742534,0.898030916661154
BRD-K71480163-001-01-4,GDC-0068,AKT inhibitor,"AKT1, AKT2, AKT3, PRKG1",AKT_PI3K_mTOR_survival,4,3,0,0.0075599372610875015,0.5066013069907964,0.5318225992494174
BRD-K13514097-001-04-6,everolimus,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,3,2,0,0.005590193241088559,0.5058058320237471,0.8886694046083438
BRD-K60230970-001-17-5,MG-132,proteasome inhibitor,PSMB1,proteasome,2,2,0,0.019572211172260545,0.5057123467164799,0.5562604422310377
BRD-K52911425-001-09-8,GDC-0941,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,2,0,0.03652453464224452,0.5050021341045372,0.16220248798411752
BRD-K59325863-001-02-8,delanzomib,proteasome inhibitor,"CMA1, CTSG, CYP3A4, ELANE",proteasome,4,2,0,-0.012588921867907749,0.5045097049911881,0.1314860250073848
BRD-K37723606-001-01-5,dioscin,apoptosis stimulant,CXCR3,apoptosis_IAP_BCL_MCL,4,1,0,-0.02095881444140648,0.504146269898659,0.5924877102278276
BRD-K42898655-001-01-8,temsirolimus,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,3,0,0.01072355365676697,0.5039206036745407,0.7243797800958421
BRD-K89085489-001-23-2,fenretinide,"apoptosis stimulant, retinoid receptor agonist",RARA,apoptosis_IAP_BCL_MCL,4,2,0,-0.00869250554103395,0.5039036616723532,0.0607689858393405
BRD-K00615600-001-12-9,AG-14361,PARP inhibitor,PARP1,DDR_ATR_CHK_WEE_PARP,4,1,0,-0.009747607715792476,0.5028063206138212,0.6759091512177536
BRD-K62810658-001-12-2,PD-98059,MEK inhibitor,"AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1",AKT_PI3K_mTOR_survival;DDR_ATR_CHK_WEE_PARP,4,4,0,0.01081561883799995,0.50259777845889,0.41830023522570786
BRD-K22385716-001-02-5,LY303511,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor","BRD2, BRD3, BRD4",AKT_PI3K_mTOR_survival,4,2,0,0.015640725846250047,0.5023792885428106,0.24988502471627858
BRD-K54997624-001-06-0,alpelisib,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,3,0,0.04489463326027163,0.5005035997522931,0.4743959259893044
BRD-K62304154-001-04-2,deforolimus,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,2,0,0.0343218333472501,0.4994354393601733,0.5493701632002589
BRD-K64785675-001-04-0,TG100-115,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,1,0,-0.030258828066499998,0.49919636813851265,0.4662829197071111
BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,"BCL2, BCL2L1, BCL2L2",apoptosis_IAP_BCL_MCL,4,2,0,-0.01683511808294995,0.49806595106856194,0.21334104897591738
BRD-K03549949-001-01-0,XL388,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,2,0,-0.00671878289961344,0.49798215285804814,0.5878029735824829
BRD-K45401373-001-20-9,betulinic-acid,"apoptosis stimulant, NFkB pathway inhibitor",GPBAR1,apoptosis_IAP_BCL_MCL,2,1,0,-0.014833981958036993,0.4955548889647858,0.6658427533666598
BRD-A93477898-001-04-2,PETCM,caspase activator,CASP3,apoptosis_IAP_BCL_MCL,4,2,0,0.01142298290815276,0.4954785457930112,0.145789344737099
BRD-K69932463-001-10-6,AZD8055,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,2,0,0.03354313793287811,0.4952629190944694,0.6952516894845427
BRD-A50998626-001-02-1,palomid-529,"AKT inhibitor, mTOR inhibitor",MTOR,AKT_PI3K_mTOR_survival,4,2,0,0.011685529431075047,0.49421236972817484,0.19913740367429378
BRD-K67566344-001-07-5,ku-0063794,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,1,0,-0.012915281482563006,0.4933117297734383,0.39569672425067737
BRD-K77008974-001-03-2,WYE-354,mTOR inhibitor,MTOR,AKT_PI3K_mTOR_survival,4,1,0,-0.03723934511518985,0.4917749337470105,0.249921403011575
BRD-K43187018-001-03-3,GDC-0349,Pim kinase inhibitor,PIK3CA,AKT_PI3K_mTOR_survival,2,0,0,-0.00869829648945497,0.49088083685846606,0.6154490252305459
BRD-K49371609-003-03-8,PIK-75,"DNA protein kinase inhibitor, PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",AKT_PI3K_mTOR_survival,4,1,0,-0.08409365023500001,0.4889316413760249,0.0903446010620828
BRD-K11244467-001-08-5,ambazone,DNA damage inducer,,DDR_ATR_CHK_WEE_PARP,4,0,0,-0.01921590491505,0.48810274056054814,0.3537684598245149
BRD-K76037122-001-02-5,guanidine,HSP inhibitor,"ALDH2, DLG4, GAMT, RNASE1",HSP90_proteostasis,4,1,0,-0.03065519828850992,0.4867034987071752,0.200292831956185
BRD-K46392623-001-02-5,TG-100713,PI3K inhibitor,,AKT_PI3K_mTOR_survival,4,2,0,-0.01999727558337372,0.48627299255403394,0.217644014490109
BRD-K61314889-001-04-4,endo-IWR-1,PARP inhibitor,"TNKS, TNKS2",DDR_ATR_CHK_WEE_PARP,4,1,0,-0.03643174183115289,0.4831943636481158,0.4334773190552405
BRD-K15179879-001-03-2,carfilzomib,proteasome inhibitor,"PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9",proteasome,4,1,0,-0.15457519640249945,0.4808981816388278,0.1946475640103469
BRD-K49456274-001-01-9,pilaralisib,PI3K inhibitor,,AKT_PI3K_mTOR_survival,4,2,0,0.02049655435157202,0.48062332767216553,0.38711791008850993
BRD-K76406695-001-02-9,CCT128930,AKT inhibitor,"PKIA, PRKACA",AKT_PI3K_mTOR_survival,4,0,0,-0.06212272027058795,0.4703093219937009,0.1722144726095902
BRD-K26712974-001-01-5,VX-765,caspase inhibitor,CASP1,apoptosis_IAP_BCL_MCL,4,2,0,0.025301656809717243,0.46974553866490415,0.2806539954825787
BRD-K60866521-001-07-1,idelalisib,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",AKT_PI3K_mTOR_survival,4,1,0,-0.01144499487674995,0.46716565246639774,0.2439402907826966
BRD-K00077635-304-01-2,estramustine-phosphate,"DNA synthesis inhibitor, microtubule inhibitor","ESR1, ESR2, MAP1A, MAP2",microtubule_tubulin,4,1,0,-0.03299529653461264,0.4665331998665332,0.39413674727900994
BRD-K19412355-001-01-0,SB-242235,p38 MAPK inhibitor,"HSPB1, MAPK14",HSP90_proteostasis,4,1,0,-0.046227401555415104,0.4647988849086273,0.1025446878007426
BRD-K99023089-001-03-7,AZD5363,AKT inhibitor,"AKT1, AKT2, AKT3",AKT_PI3K_mTOR_survival,4,0,0,-0.15802024365332495,0.45202625570776256,0.1979188918883416
