drug1,drug2,repair_hit,removal_axis_hit,median_combo_score,mean_combo_score
Bortezomib,Dexrazoxane,dexrazoxane,,-8.0,-5.4576271186440675
Bortezomib,Amifostine,amifostine,,-21.0,-26.96969696969697
Bortezomib,Docetaxel,,microtubule/tubulin,-131.0,-132.42857142857142
Bortezomib,Pemetrexed,,antifolate/nucleotide,-16.0,-26.406779661016948
Bortezomib,Celecoxib,celecoxib,,-46.0,-51.24528301886792
Bortezomib,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-36.0,-37.49122807017544
Nelarabine,Methotrexate,,antifolate/nucleotide,-34.0,-34.96296296296296
Nelarabine,Vinblastine,,microtubule/tubulin,-42.5,-41.43103448275862
Nelarabine,Vincristine,,microtubule/tubulin,-29.5,-34.172413793103445
Nelarabine,Etoposide,,topoisomerase/DNA_damage,6.0,13.711864406779661
Nelarabine,Dexrazoxane,dexrazoxane,,20.0,21.661016949152543
Nelarabine,Pemetrexed,,antifolate/nucleotide,-18.0,-20.45762711864407
Nelarabine,Celecoxib,celecoxib,,-35.5,-39.03448275862069
Pemetrexed,Triethylenemelamine,,antifolate/nucleotide,-45.0,-39.75471698113208
Pemetrexed,Doxorubicin,,topoisomerase/DNA_damage;antifolate/nucleotide,-9.0,-5.5344827586206895
Pemetrexed,Exemestane,,antifolate/nucleotide,-32.0,-37.932203389830505
Pemetrexed,Gefitinib,,antifolate/nucleotide,-18.0,-19.879310344827587
Pemetrexed,Pazopanib,,antifolate/nucleotide,-26.0,-21.949152542372882
Pemetrexed,Lenalidomide,,antifolate/nucleotide,-13.5,-23.724137931034484
Pemetrexed,Raloxifene,,antifolate/nucleotide,-36.0,-36.54237288135593
Pemetrexed,Abiraterone,,antifolate/nucleotide,-18.0,-14.655172413793103
Pemetrexed,Vemurafenib,,antifolate/nucleotide,-27.0,-25.372881355932204
Pemetrexed,Vismodegib,,antifolate/nucleotide,-8.5,-4.931034482758621
Pemetrexed,Crizotinib,,antifolate/nucleotide,-11.0,-14.440677966101696
Pemetrexed,Axitinib,,antifolate/nucleotide,-24.0,-23.627118644067796
Pemetrexed,Vandetanib,,antifolate/nucleotide,-14.0,-17.220338983050848
Pemetrexed,Cabazitaxel,,antifolate/nucleotide,-21.5,-18.982758620689655
Pemetrexed,Ruxolitinib,,antifolate/nucleotide,-43.0,-42.42372881355932
Vorinostat,Vinblastine,,microtubule/tubulin,-30.5,-34.875
Vorinostat,Vincristine,,microtubule/tubulin,-26.0,-23.2
Vorinostat,Paclitaxel,,microtubule/tubulin,-53.0,-62.48148148148148
Vorinostat,Etoposide,,topoisomerase/DNA_damage,30.5,35.810344827586206
Vorinostat,Dexrazoxane,dexrazoxane,,13.0,14.864406779661017
Vorinostat,Docetaxel,,microtubule/tubulin,-24.5,-14.962962962962964
Vorinostat,Pemetrexed,,antifolate/nucleotide,-5.0,-13.120689655172415
Vorinostat,Celecoxib,celecoxib,,-40.0,-44.872727272727275
Estramustine,Methotrexate,,antifolate/nucleotide,-110.0,-90.41379310344827
Estramustine,Vinblastine,,microtubule/tubulin,-5.0,-26.785714285714285
Estramustine,Vincristine,,microtubule/tubulin,9.0,-1.8596491228070176
Estramustine,Doxorubicin,,topoisomerase/DNA_damage,-51.0,-55.3448275862069
Estramustine,Paclitaxel,,microtubule/tubulin,208.0,213.78947368421052
Estramustine,Etoposide,,topoisomerase/DNA_damage,2.0,4.406779661016949
Estramustine,Dexrazoxane,dexrazoxane,,18.0,17.83050847457627
Estramustine,Amifostine,amifostine,,-43.0,-74.44067796610169
Estramustine,Docetaxel,,microtubule/tubulin,211.0,220.0909090909091
Estramustine,Pemetrexed,,antifolate/nucleotide,-10.0,-8.23728813559322
Estramustine,Celecoxib,celecoxib,,-37.0,-42.03846153846154
Estramustine,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-27.0,-35.074074074074076
Capecitabine,Methotrexate,,antifolate/nucleotide,-30.0,-34.30357142857143
Capecitabine,Vinblastine,,microtubule/tubulin,-41.0,-40.12068965517241
Capecitabine,Vincristine,,microtubule/tubulin,-13.0,1.7894736842105263
Capecitabine,Etoposide,,topoisomerase/DNA_damage,14.5,14.655172413793103
Capecitabine,Dexrazoxane,dexrazoxane,,6.0,7.593220338983051
Capecitabine,Pemetrexed,,antifolate/nucleotide,-2.0,-4.338983050847458
Capecitabine,Celecoxib,celecoxib,,-34.5,-38.12068965517241
Exemestane,Doxorubicin,,topoisomerase/DNA_damage,-28.0,-32.0377358490566
Gefitinib,Doxorubicin,,topoisomerase/DNA_damage,-8.0,-13.452830188679245
Erlotinib,Methotrexate,,antifolate/nucleotide,-27.0,-25.98148148148148
Erlotinib,Vinblastine,,microtubule/tubulin,-36.5,-43.642857142857146
Erlotinib,Vincristine,,microtubule/tubulin,-21.5,-22.839285714285715
Erlotinib,Doxorubicin,,topoisomerase/DNA_damage,8.5,4.741379310344827
Erlotinib,Paclitaxel,,microtubule/tubulin,31.0,43.142857142857146
Erlotinib,Etoposide,,topoisomerase/DNA_damage,33.0,33.66101694915254
Erlotinib,Dexrazoxane,dexrazoxane,,-4.0,-1.9661016949152543
Erlotinib,Amifostine,amifostine,,-42.0,-54.55172413793103
Erlotinib,Docetaxel,,microtubule/tubulin,7.0,18.105263157894736
Erlotinib,Pemetrexed,,antifolate/nucleotide,-17.0,-20.576271186440678
Erlotinib,Celecoxib,celecoxib,,-26.0,-30.80701754385965
Erlotinib,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-34.5,-34.672413793103445
Fulvestrant,Vinblastine,,microtubule/tubulin,-31.5,-36.2037037037037
Fulvestrant,Vincristine,,microtubule/tubulin,28.0,38.0
Fulvestrant,Doxorubicin,,topoisomerase/DNA_damage,-28.0,-116.5
Fulvestrant,Paclitaxel,,microtubule/tubulin,-27.0,-37.08620689655172
Fulvestrant,Etoposide,,topoisomerase/DNA_damage,8.0,8.254237288135593
Fulvestrant,Dexrazoxane,dexrazoxane,,4.0,2.389830508474576
Fulvestrant,Pemetrexed,,antifolate/nucleotide,-19.0,-15.169491525423728
Fulvestrant,Celecoxib,celecoxib,,-50.5,-55.89655172413793
Anastrozole,Vinblastine,,microtubule/tubulin,-20.5,-27.685185185185187
Anastrozole,Vincristine,,microtubule/tubulin,-21.0,-23.68421052631579
Anastrozole,Doxorubicin,,topoisomerase/DNA_damage,-31.0,-33.92982456140351
Anastrozole,Paclitaxel,,microtubule/tubulin,-25.0,-31.263157894736842
Anastrozole,Etoposide,,topoisomerase/DNA_damage,9.0,4.796610169491525
Anastrozole,Dexrazoxane,dexrazoxane,,-8.0,-6.661016949152542
Anastrozole,Pemetrexed,,antifolate/nucleotide,-8.0,-10.610169491525424
Anastrozole,Celecoxib,celecoxib,,-49.5,-49.36206896551724
Letrozole,Etoposide,,topoisomerase/DNA_damage,8.0,5.0
Letrozole,Dexrazoxane,dexrazoxane,,-20.0,-19.661016949152543
Letrozole,Pemetrexed,,antifolate/nucleotide,-11.0,-13.966101694915254
Celecoxib,Methotrexate,celecoxib,antifolate/nucleotide,-41.0,-52.767857142857146
Celecoxib,6-Thioguanine,celecoxib,,-9.0,-13.310344827586206
Celecoxib,Actinomycin D,celecoxib,,56.0,66.85964912280701
Celecoxib,Chlorambucil,celecoxib,,-34.0,-35.66101694915254
Celecoxib,Melphalan,celecoxib,,-17.0,-20.06779661016949
Celecoxib,Altretamine,celecoxib,,-44.0,-59.69491525423729
Celecoxib,Fluorouracil,celecoxib,,-10.0,-11.813559322033898
Celecoxib,Uracil Mustard,celecoxib,,-16.0,-16.949152542372882
Celecoxib,Dacarbazine,celecoxib,,-19.0,-21.83050847457627
Celecoxib,Megestrol Acetate,celecoxib,,-6.5,-22.155172413793103
Celecoxib,Lomustine,celecoxib,,1.0,4.915254237288136
Celecoxib,Daunorubicin,celecoxib,,40.0,54.3728813559322
Celecoxib,Teniposide,celecoxib,,39.0,42.813559322033896
Celecoxib,Etoposide,celecoxib,topoisomerase/DNA_damage,25.0,25.627118644067796
Celecoxib,Dexrazoxane,dexrazoxane;celecoxib,,-14.0,-13.271186440677965
Celecoxib,Mitoxantrone,celecoxib,,86.0,89.64406779661017
Celecoxib,Vinorelbine,celecoxib,,57.0,61.271186440677965
Celecoxib,Pemetrexed,celecoxib,antifolate/nucleotide,-27.0,-30.491525423728813
Celecoxib,Exemestane,celecoxib,,32.0,37.0
Celecoxib,Gefitinib,celecoxib,,8.0,5.88135593220339
Celecoxib,Letrozole,celecoxib,,-52.0,-53.163636363636364
Celecoxib,Pazopanib,celecoxib,,18.0,13.271186440677965
Celecoxib,Lenalidomide,celecoxib,,-32.0,-33.813559322033896
Celecoxib,Raloxifene,celecoxib,,-30.0,-35.932203389830505
Celecoxib,Abiraterone,celecoxib,,-15.0,-23.966101694915253
Celecoxib,Vemurafenib,celecoxib,,-5.0,-5.0
Celecoxib,Vismodegib,celecoxib,,-11.0,-8.711864406779661
Celecoxib,Crizotinib,celecoxib,,-1.0,4.762711864406779
Celecoxib,Axitinib,celecoxib,,-10.0,-16.23728813559322
Celecoxib,Vandetanib,celecoxib,,-8.0,-6.966101694915254
Celecoxib,Cabazitaxel,celecoxib,,107.0,117.55932203389831
Celecoxib,Ruxolitinib,celecoxib,,-26.0,-32.23728813559322
Zoledronate,Vinblastine,,microtubule/tubulin,-30.0,-35.1578947368421
Zoledronate,Vincristine,,microtubule/tubulin,-38.0,-44.0
Zoledronate,Paclitaxel,,microtubule/tubulin,-21.5,-25.5
Zoledronate,Etoposide,,topoisomerase/DNA_damage,-215.0,-249.0
Zoledronate,Dexrazoxane,dexrazoxane,,-37.0,-51.59322033898305
Zoledronate,Docetaxel,,microtubule/tubulin,8.5,23.51923076923077
Zoledronate,Pemetrexed,,antifolate/nucleotide,-23.0,-29.016949152542374
Zoledronate,Celecoxib,celecoxib,,-45.5,-50.44827586206897
Dasatinib,Vincristine,,microtubule/tubulin,6.5,6.327586206896552
Dasatinib,Paclitaxel,,microtubule/tubulin,-11.5,-10.160714285714286
Dasatinib,Etoposide,,topoisomerase/DNA_damage,6.0,0.1206896551724138
Dasatinib,Dexrazoxane,dexrazoxane,,13.5,11.431034482758621
Dasatinib,Docetaxel,,microtubule/tubulin,-4.0,-4.5
Dasatinib,Pemetrexed,,antifolate/nucleotide,-10.5,-12.810344827586206
Dasatinib,Celecoxib,celecoxib,,-5.5,15.879310344827585
Everolimus,Vincristine,,microtubule/tubulin,18.5,24.586206896551722
Everolimus,Paclitaxel,,microtubule/tubulin,28.5,39.1551724137931
Everolimus,Etoposide,,topoisomerase/DNA_damage,-6.0,-3.4745762711864407
Everolimus,Dexrazoxane,dexrazoxane,,-13.0,-12.457627118644067
Everolimus,Docetaxel,,microtubule/tubulin,17.0,14.508771929824562
Everolimus,Pemetrexed,,antifolate/nucleotide,-33.0,-42.28813559322034
Everolimus,Celecoxib,celecoxib,,-16.0,-24.140350877192983
Imatinib,Methotrexate,,antifolate/nucleotide,-45.0,-2.94
Imatinib,Vincristine,,microtubule/tubulin,-19.0,-17.21818181818182
Imatinib,Etoposide,,topoisomerase/DNA_damage,-10.0,-15.793103448275861
Imatinib,Dexrazoxane,dexrazoxane,,-8.5,-10.120689655172415
Imatinib,Pemetrexed,,antifolate/nucleotide,-8.5,-12.89655172413793
Imatinib,Celecoxib,celecoxib,,-40.5,-44.714285714285715
Lapatinib,Vincristine,,microtubule/tubulin,85.5,91.98275862068965
Lapatinib,Paclitaxel,,microtubule/tubulin,128.5,143.25862068965517
Lapatinib,Etoposide,,topoisomerase/DNA_damage,-1.5,-1.7678571428571428
Lapatinib,Dexrazoxane,dexrazoxane,,8.0,5.392857142857143
Lapatinib,Docetaxel,,microtubule/tubulin,135.0,153.78947368421052
Lapatinib,Pemetrexed,,antifolate/nucleotide,-17.5,-18.379310344827587
Lapatinib,Celecoxib,celecoxib,,-43.5,-50.44642857142857
Nilotinib,Methotrexate,,antifolate/nucleotide,-24.0,-27.571428571428573
Nilotinib,Vinblastine,,microtubule/tubulin,-42.0,-47.36842105263158
Nilotinib,Vincristine,,microtubule/tubulin,24.0,16.17543859649123
Nilotinib,Etoposide,,topoisomerase/DNA_damage,-19.0,-16.0
Nilotinib,Dexrazoxane,dexrazoxane,,-22.0,-25.45762711864407
Nilotinib,Pemetrexed,,antifolate/nucleotide,7.0,3.8421052631578947
Nilotinib,Celecoxib,celecoxib,,-43.0,-50.3448275862069
Sorafenib,Vincristine,,microtubule/tubulin,-65.0,-71.59649122807018
Sorafenib,Paclitaxel,,microtubule/tubulin,124.0,113.87755102040816
Sorafenib,Etoposide,,topoisomerase/DNA_damage,-24.5,-19.82758620689655
Sorafenib,Dexrazoxane,dexrazoxane,,-11.5,-16.82758620689655
Sorafenib,Docetaxel,,microtubule/tubulin,112.5,123.89285714285714
Sorafenib,Pemetrexed,,antifolate/nucleotide,-20.0,-24.559322033898304
Sorafenib,Celecoxib,celecoxib,,-55.0,-61.741379310344826
Lenalidomide,Doxorubicin,,topoisomerase/DNA_damage,-34.0,-38.528301886792455
Ixabepilone,Methotrexate,,antifolate/nucleotide,-39.0,-38.964285714285715
Ixabepilone,Vinblastine,,microtubule/tubulin,-5.5,-3.6785714285714284
Ixabepilone,Vincristine,,microtubule/tubulin,-5.0,-10.586206896551724
Ixabepilone,Doxorubicin,,topoisomerase/DNA_damage,-3.0,-4.508474576271187
Ixabepilone,Paclitaxel,,microtubule/tubulin,13.0,19.810344827586206
Ixabepilone,Etoposide,,topoisomerase/DNA_damage,-22.0,-18.810344827586206
Ixabepilone,Dexrazoxane,dexrazoxane,,-36.0,-33.847457627118644
Ixabepilone,Amifostine,amifostine,,7.0,-4.206896551724138
Ixabepilone,Docetaxel,,microtubule/tubulin,5.5,8.793103448275861
Ixabepilone,Pemetrexed,,antifolate/nucleotide,-12.0,-14.362068965517242
Ixabepilone,Celecoxib,celecoxib,,6.5,19.0
Ixabepilone,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,11.5,6.275862068965517
Raloxifene,Doxorubicin,,topoisomerase/DNA_damage,-23.0,-21.54385964912281
Sunitinib,Vincristine,,microtubule/tubulin,32.0,38.55172413793103
Sunitinib,Paclitaxel,,microtubule/tubulin,20.5,28.125
Sunitinib,Etoposide,,topoisomerase/DNA_damage,-18.0,-19.03448275862069
Sunitinib,Dexrazoxane,dexrazoxane,,6.0,0.5517241379310345
Sunitinib,Docetaxel,,microtubule/tubulin,75.5,70.13793103448276
Sunitinib,Pemetrexed,,antifolate/nucleotide,-10.5,-9.706896551724139
Sunitinib,Celecoxib,celecoxib,,-33.5,-46.86206896551724
Vemurafenib,Etoposide,,topoisomerase/DNA_damage,-17.0,-22.310344827586206
Vemurafenib,Dexrazoxane,dexrazoxane,,-1.0,-4.593220338983051
Vemurafenib,Pemetrexed,,antifolate/nucleotide,-27.0,-27.847457627118644
Depsipeptide,Vinblastine,,microtubule/tubulin,-10.0,-10.2
Depsipeptide,Vincristine,,microtubule/tubulin,-15.5,-10.196428571428571
Depsipeptide,Paclitaxel,,microtubule/tubulin,-23.5,-23.56
Depsipeptide,Etoposide,,topoisomerase/DNA_damage,18.0,24.982758620689655
Depsipeptide,Dexrazoxane,dexrazoxane,,-1.0,1.1016949152542372
Depsipeptide,Docetaxel,,microtubule/tubulin,-9.0,-4.890909090909091
Depsipeptide,Pemetrexed,,antifolate/nucleotide,4.0,5.3559322033898304
Depsipeptide,Celecoxib,celecoxib,,-16.0,-13.90566037735849
Pralatrexate,6-Thioguanine,,CHK/DDR/checkpoint;antifolate/nucleotide,-19.0,-20.728813559322035
Pralatrexate,Actinomycin D,,CHK/DDR/checkpoint;antifolate/nucleotide,-35.5,-38.5
Pralatrexate,Chlorambucil,,CHK/DDR/checkpoint;antifolate/nucleotide,-48.0,-52.813559322033896
Pralatrexate,Thiotepa,,CHK/DDR/checkpoint;antifolate/nucleotide,-30.0,-32.05357142857143
Pralatrexate,Melphalan,,CHK/DDR/checkpoint;antifolate/nucleotide,-44.0,-40.355932203389834
Pralatrexate,Triethylenemelamine,,CHK/DDR/checkpoint;antifolate/nucleotide,-33.0,-33.30508474576271
Pralatrexate,Altretamine,,CHK/DDR/checkpoint;antifolate/nucleotide,-50.0,-51.05172413793103
Pralatrexate,Fluorouracil,,CHK/DDR/checkpoint;antifolate/nucleotide,-2.0,-6.067796610169491
Pralatrexate,Mithramycin,,CHK/DDR/checkpoint;antifolate/nucleotide,-6.0,-11.016949152542374
Pralatrexate,Floxuridine,,CHK/DDR/checkpoint;antifolate/nucleotide,-39.0,-36.90909090909091
Pralatrexate,Hydroxyurea,,CHK/DDR/checkpoint;antifolate/nucleotide,-25.0,-27.70175438596491
Pralatrexate,Uracil Mustard,,CHK/DDR/checkpoint;antifolate/nucleotide,-46.0,-46.08771929824562
Pralatrexate,Mitotane,,CHK/DDR/checkpoint;antifolate/nucleotide,-56.5,-65.13793103448276
Pralatrexate,Dacarbazine,,CHK/DDR/checkpoint;antifolate/nucleotide,-42.0,-41.53448275862069
Pralatrexate,Vinblastine,,microtubule/tubulin;CHK/DDR/checkpoint;antifolate/nucleotide,-43.0,-46.35087719298246
Pralatrexate,Cytarabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-65.0,-72.63157894736842
Pralatrexate,Vincristine,,microtubule/tubulin;CHK/DDR/checkpoint;antifolate/nucleotide,-20.0,-24.358490566037737
Pralatrexate,Megestrol Acetate,,CHK/DDR/checkpoint;antifolate/nucleotide,-37.0,-43.101694915254235
Pralatrexate,Lomustine,,CHK/DDR/checkpoint;antifolate/nucleotide,-25.0,-29.610169491525422
Pralatrexate,Daunorubicin,,CHK/DDR/checkpoint;antifolate/nucleotide,-15.0,-11.898305084745763
Pralatrexate,Azacitidine,,CHK/DDR/checkpoint;antifolate/nucleotide,6.0,11.981132075471699
Pralatrexate,Cladribine,,CHK/DDR/checkpoint;antifolate/nucleotide,-104.0,-115.85714285714286
Pralatrexate,Fludarabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-45.0,-50.27450980392157
Pralatrexate,Isotretinoin,,CHK/DDR/checkpoint;antifolate/nucleotide,-24.0,-43.204081632653065
Pralatrexate,Teniposide,,CHK/DDR/checkpoint;antifolate/nucleotide,-17.5,-17.20689655172414
Pralatrexate,Bleomycin,,CHK/DDR/checkpoint;antifolate/nucleotide,-15.0,-17.728813559322035
Pralatrexate,Paclitaxel,,microtubule/tubulin;CHK/DDR/checkpoint;antifolate/nucleotide,-11.0,-20.859649122807017
Pralatrexate,Bendamustine,,CHK/DDR/checkpoint;antifolate/nucleotide,-35.5,-41.53448275862069
Pralatrexate,Etoposide,,CHK/DDR/checkpoint;topoisomerase/DNA_damage;antifolate/nucleotide,-20.5,-19.517241379310345
Pralatrexate,Dexrazoxane,dexrazoxane,CHK/DDR/checkpoint;antifolate/nucleotide,-9.0,-17.694915254237287
Pralatrexate,Tamoxifen,,CHK/DDR/checkpoint;antifolate/nucleotide,-13.0,-18.50877192982456
Pralatrexate,Rapamycin,,CHK/DDR/checkpoint;antifolate/nucleotide,-11.0,-8.25
Pralatrexate,Carboplatin,,CHK/DDR/checkpoint;antifolate/nucleotide,-23.5,-20.944444444444443
Pralatrexate,Valrubicin,,CHK/DDR/checkpoint;antifolate/nucleotide,-16.5,-24.58
Pralatrexate,Mitoxantrone,,CHK/DDR/checkpoint;antifolate/nucleotide,-7.5,-6.310344827586207
Pralatrexate,Temozolomide,,CHK/DDR/checkpoint;antifolate/nucleotide,-24.0,-22.89090909090909
Pralatrexate,Clofarabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-4.0,3.1228070175438596
Pralatrexate,Vinorelbine,,CHK/DDR/checkpoint;antifolate/nucleotide,-6.0,-3.7457627118644066
Pralatrexate,Gemcitabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-1.5,-0.09615384615384616
Pralatrexate,Docetaxel,,microtubule/tubulin;CHK/DDR/checkpoint;antifolate/nucleotide,-8.0,-9.618181818181819
Pralatrexate,7-Ethyl-10-hydroxycamptothecin,,CHK/DDR/checkpoint;antifolate/nucleotide,-29.5,-30.26923076923077
Pralatrexate,Nelarabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-41.0,-33.577777777777776
Pralatrexate,Pemetrexed,,CHK/DDR/checkpoint;antifolate/nucleotide,-7.0,-6.758620689655173
Pralatrexate,Vorinostat,,CHK/DDR/checkpoint;antifolate/nucleotide,8.0,18.68421052631579
Pralatrexate,Capecitabine,,CHK/DDR/checkpoint;antifolate/nucleotide,-36.0,-43.732142857142854
Pralatrexate,Exemestane,,CHK/DDR/checkpoint;antifolate/nucleotide,-13.0,-15.305084745762711
Pralatrexate,Gefitinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-2.0,0.06779661016949153
Pralatrexate,Fulvestrant,,CHK/DDR/checkpoint;antifolate/nucleotide,-51.0,-58.827586206896555
Pralatrexate,Anastrozole,,CHK/DDR/checkpoint;antifolate/nucleotide,-42.0,-47.36206896551724
Pralatrexate,Letrozole,,CHK/DDR/checkpoint;antifolate/nucleotide,-22.0,-19.08888888888889
Pralatrexate,Celecoxib,celecoxib,CHK/DDR/checkpoint;antifolate/nucleotide,-18.5,-15.384615384615385
Pralatrexate,Zoledronate,,CHK/DDR/checkpoint;antifolate/nucleotide,-25.0,-31.1864406779661
Pralatrexate,Dasatinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-7.0,-16.607142857142858
Pralatrexate,Everolimus,,CHK/DDR/checkpoint;antifolate/nucleotide,-13.0,-13.75925925925926
Pralatrexate,Pazopanib,,CHK/DDR/checkpoint;antifolate/nucleotide,-36.0,-42.08474576271186
Pralatrexate,Imatinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-13.5,-7.055555555555555
Pralatrexate,Lapatinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-17.0,-21.892857142857142
Pralatrexate,Nilotinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-1.0,4.75
Pralatrexate,Sorafenib,,CHK/DDR/checkpoint;antifolate/nucleotide,-50.0,-51.6140350877193
Pralatrexate,Lenalidomide,,CHK/DDR/checkpoint;antifolate/nucleotide,-21.0,-21.508474576271187
Pralatrexate,Raloxifene,,CHK/DDR/checkpoint;antifolate/nucleotide,-42.0,-40.54237288135593
Pralatrexate,Abiraterone,,CHK/DDR/checkpoint;antifolate/nucleotide,-35.0,-34.440677966101696
Pralatrexate,Sunitinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-12.5,-6.82
Pralatrexate,Vemurafenib,,CHK/DDR/checkpoint;antifolate/nucleotide,-37.5,-33.05172413793103
Pralatrexate,Depsipeptide,,CHK/DDR/checkpoint;antifolate/nucleotide,-24.0,-27.846153846153847
Pralatrexate,Vismodegib,,CHK/DDR/checkpoint;antifolate/nucleotide,-27.0,-32.847457627118644
Pralatrexate,Crizotinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-33.0,-36.067796610169495
Pralatrexate,Axitinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-38.0,-36.96610169491525
Pralatrexate,Vandetanib,,CHK/DDR/checkpoint;antifolate/nucleotide,-28.0,-32.25423728813559
Pralatrexate,Cabazitaxel,,CHK/DDR/checkpoint;antifolate/nucleotide,34.5,30.685185185185187
Pralatrexate,Ruxolitinib,,CHK/DDR/checkpoint;antifolate/nucleotide,-42.0,-47.74576271186441
Crizotinib,Etoposide,,topoisomerase/DNA_damage,-21.5,-22.086206896551722
Crizotinib,Dexrazoxane,dexrazoxane,,-4.0,-1.9655172413793103
Crizotinib,Pemetrexed,,antifolate/nucleotide,-23.0,-31.372881355932204
