action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,_compound,_role,_axis_or_class,_filter_text,_normal_hits,_viability_hits,_cancer_hits,standard_value_uM,toxicity_bucket,curation_decision,curation_tier,curation_reason,normal_keyword_hits,viability_keyword_hits_curated,exclude_keyword_hits,activity_signal_curated
,,2043025,[],CHEMBL941862,Cytotoxicity against rat L6 cells after 72 hrs,A,,,BAO_0000190,BAO_0000219,cell-based format,NCCS(=O)(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1139805,Bioorg Med Chem,2007.0,,,CHEMBL239243,TAURINE,CHEMBL239243,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,678028,>,1,1,>,,IC50,ug.mL-1,,90.0,CHEMBL614793,Rattus norvegicus,L6,10116,,,IC50,ug ml-1,UO_0000274,,90.0,taurine,repair_candidate,strict repair/protective; osmolyte/antioxidant-like,cytotoxicity against rat l6 cells after 72 hrs | a | ic50 | > | l6 | rattus norvegicus | cell-based format | chembl1139805,,cytotoxic|cytotoxicity|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b|\bl6 cells\b,cytotox,,no_quantitative_value
,,3490854,[],CHEMBL1266185,Inhibition of neurosphere proliferation of mouse neural precursor cells by MTT assay,F,,,BAO_0000201,BAO_0000019,assay format,NCCS(=O)(=O)O,,,CHEMBL1255231,Nat Chem Biol,2007.0,,,CHEMBL239243,TAURINE,CHEMBL239243,,0,http://qudt.org/vocab/unit#Percent,957679,,1,0,,Not active,Inhibition,%,,,CHEMBL612545,,Unchecked,,Not Active,,INH,,UO_0000187,,,taurine,repair_candidate,strict repair/protective; osmolyte/antioxidant-like,inhibition of neurosphere proliferation of mouse neural precursor cells by mtt assay | f | inhibition |  | unchecked |  | assay format | chembl1255231,,proliferation|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b|neural precursor|neurosphere,proliferation|\bmtt\b,,no_quantitative_value
,,3116442,[],CHEMBL1069369,Cytotoxicity against HEK293 cells assessed as cell death at 60 uM after 7 days by LDH assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1157597,Bioorg Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,879859,,1,0,,Not toxic,Activity,,,,CHEMBL614818,Homo sapiens,HEK293,9606,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against hek293 cells assessed as cell death at 60 um after 7 days by ldh assay | a | activity |  | hek293 | homo sapiens | cell-based format | chembl1157597,hek293,cytotoxic|cytotoxicity|ldh|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,A_high_confidence_human_normal_like,accepted_normal_like_viability_assay,\bhek[- ]?293\b,cytotox|\bldh\b|cell death,,no_quantitative_value
,,3116444,[],CHEMBL1072368,Cytotoxicity against human MRC5 cells assessed as cell death at 60 uM after 7 days by LDH assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1157597,Bioorg Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,879859,,1,0,,Not toxic,Activity,,,,CHEMBL614181,Homo sapiens,MRC5,9606,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against human mrc5 cells assessed as cell death at 60 um after 7 days by ldh assay | a | activity |  | mrc5 | homo sapiens | cell-based format | chembl1157597,,cytotoxic|cytotoxicity|ldh|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,A_high_confidence_human_normal_like,accepted_normal_like_viability_assay,\bmrc[- ]?5\b,cytotox|\bldh\b|cell death,,no_quantitative_value
,,3116447,[],CHEMBL1074341,Cytotoxicity against HEK293 cells assessed as plasma membrane damage at 60 uM after 7 days by LDH assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1157597,Bioorg Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,879859,,1,0,,Not toxic,Activity,,,,CHEMBL614818,Homo sapiens,HEK293,9606,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against hek293 cells assessed as plasma membrane damage at 60 um after 7 days by ldh assay | a | activity |  | hek293 | homo sapiens | cell-based format | chembl1157597,hek293,cytotoxic|cytotoxicity|ldh|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,A_high_confidence_human_normal_like,accepted_normal_like_viability_assay,\bhek[- ]?293\b,cytotox|\bldh\b,,no_quantitative_value
,,3116449,[],CHEMBL1074343,Cytotoxicity against human MRC5 cells assessed as plasma membrane damage at 60 uM after 7 days by LDH assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL1157597,Bioorg Med Chem,2010.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,879859,,1,0,,Not toxic,Activity,,,,CHEMBL614181,Homo sapiens,MRC5,9606,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against human mrc5 cells assessed as plasma membrane damage at 60 um after 7 days by ldh assay | a | activity |  | mrc5 | homo sapiens | cell-based format | chembl1157597,,cytotoxic|cytotoxicity|ldh|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,A_high_confidence_human_normal_like,accepted_normal_like_viability_assay,\bmrc[- ]?5\b,cytotox|\bldh\b,,no_quantitative_value
,,7967691,[],CHEMBL1930118,Cytotoxicity against mouse Melan-a cells by modified crystal voilet assay,A,,,BAO_0000190,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1926603,Bioorg Med Chem Lett,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://www.openphacts.org/units/Nanomolar,1565718,=,1,1,=,,IC50,nM,,300000.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,300.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse melan-a cells by modified crystal voilet assay | a | ic50 | = | admet |  | cell-based format | chembl1926603,,cytotoxic|cytotoxicity|toxicity,,300.0,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox,,toxicity_signal
,,10923947,[],CHEMBL2045322,Cytotoxicity against mouse RAW264.7 cells at 5 uM by MTT assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL2040752,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1648513,,1,0,,Not toxic,Activity,,,,CHEMBL612557,Mus musculus,RAW264.7,10090,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse raw264.7 cells at 5 um by mtt assay | a | activity |  | raw264.7 | mus musculus | cell-based format | chembl2040752,,cytotoxic|cytotoxicity|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|\bmtt\b,,no_quantitative_value
,,10924909,[],CHEMBL2045323,Cytotoxicity against mouse RAW264.7 cells at 50 uM by MTT assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL2040752,Eur J Med Chem,2011.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1648513,,1,0,,Not toxic,Activity,,,,CHEMBL612557,Mus musculus,RAW264.7,10090,Non-toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse raw264.7 cells at 50 um by mtt assay | a | activity |  | raw264.7 | mus musculus | cell-based format | chembl2040752,,cytotoxic|cytotoxicity|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|\bmtt\b,,no_quantitative_value
,Not Determined,13950592,[],CHEMBL3132690,Neuroprotective activity against Abeta1-42 peptide-induced neurotoxicity in rat C6 cells assessed as cell viability at 100 uM after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3124749,Eur J Med Chem,2014.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1973434,,1,0,,,Activity,,,,CHEMBL614657,Rattus norvegicus,C6,10116,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against abeta1-42 peptide-induced neurotoxicity in rat c6 cells assessed as cell viability at 100 um after 24 hrs by mtt assay | f | activity |  | c6 | rattus norvegicus | cell-based format | chembl3124749,,cell viability|viability|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,Not Determined,13950603,[],CHEMBL3132692,Neuroprotective activity against H2O2-induced oxidative stress in mouse/rat NG108-15 cells assessed as cell viability at 100 uM incubated for 2 hrs prior to H2O2 challenge for 2 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3124749,Eur J Med Chem,2014.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,1973434,,1,0,,,Activity,,,,CHEMBL613828,Murinae,NG108-15,39107,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative stress in mouse/rat ng108-15 cells assessed as cell viability at 100 um incubated for 2 hrs prior to h2o2 challenge for 2 hrs by mtt assay | f | activity |  | ng108-15 | murinae | cell-based format | chembl3124749,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b|\bmouse\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,15010210,[],CHEMBL3375143,Cytoprotection in mouse CRL2181 cells assessed as reduction in UV-oxidized LDL-induced cytotoxicity by measuring cell viability at 10 uM after 24 hrs by MTT assay relative to untreated control,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3351770,Bioorg Med Chem,2014.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,2248365,=,1,0,=,,Activity,%,,76.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Activity,%,UO_0000187,,76.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotection in mouse crl2181 cells assessed as reduction in uv-oxidized ldl-induced cytotoxicity by measuring cell viability at 10 um after 24 hrs by mtt assay relative to untreated control | f | activity | = | non-protein target |  | cell-based format | chembl3351770,,cytotoxic|cytotoxicity|cell viability|viability|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,15010245,[],CHEMBL3375144,Cytoprotection in mouse CRL2181 cells assessed as reduction in UV-oxidized LDL-induced cytotoxicity by measuring cell viability at 1 uM after 24 hrs by MTT assay relative to untreated control,F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3351770,Bioorg Med Chem,2014.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,2248365,=,1,0,=,,Activity,%,,50.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Activity,%,UO_0000187,,50.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotection in mouse crl2181 cells assessed as reduction in uv-oxidized ldl-induced cytotoxicity by measuring cell viability at 1 um after 24 hrs by mtt assay relative to untreated control | f | activity | = | non-protein target |  | cell-based format | chembl3351770,,cytotoxic|cytotoxicity|cell viability|viability|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,16644029,[],CHEMBL3826718,Neuroprotective activity against H2O2-induced damage in rat PC12 cells assessed as cell viability at 10 uM preincubated for 2 hrs followed by H2O2 addition for 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3822387,Bioorg Med Chem,2016.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,2786632,,1,0,,Active,Activity,,,,CHEMBL3879801,,NON-PROTEIN TARGET,,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced damage in rat pc12 cells assessed as cell viability at 10 um preincubated for 2 hrs followed by h2o2 addition for 24 hrs by mtt assay | f | activity |  | non-protein target |  | cell-based format | chembl3822387,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,16784287,[],CHEMBL3866126,Cytotoxicity against mouse LMTK cells assessed as reduction in cell viability after 72 hrs by MTT assay,T,,,BAO_0000190,BAO_0000218,organism-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3865792,Eur J Med Chem,2016.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://www.openphacts.org/units/Nanomolar,2806060,>,1,1,>,,IC50,nM,,300000.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,IC50,uM,UO_0000065,,300.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse lmtk cells assessed as reduction in cell viability after 72 hrs by mtt assay | t | ic50 | > | mus musculus | mus musculus | organism-based format | chembl3865792,,cytotoxic|cytotoxicity|cell viability|viability|mtt|toxicity,,300.0,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b|\bmtt\b,,no_toxicity_signal_or_lower_bound
,,16784374,[],CHEMBL3866133,Cytotoxicity against mouse LMTK cells assessed as reduction in cell viability at 300 uM after 72 hrs by MTT assay,T,,,BAO_0000201,BAO_0000218,organism-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL3865792,Eur J Med Chem,2016.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,2806060,=,1,1,=,,Inhibition,%,,0.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,INH,%,UO_0000187,,0.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse lmtk cells assessed as reduction in cell viability at 300 um after 72 hrs by mtt assay | t | inhibition | = | mus musculus | mus musculus | organism-based format | chembl3865792,,cytotoxic|cytotoxicity|cell viability|viability|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,18006781,[],CHEMBL4003386,Neuroprotective activity against H2O2-induced damage in rat PC12 cells assessed as increase in cell viability at 100 uM pretreated for 2 hrs followed by H2O2 challenge measured after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4002586,Eur J Med Chem,2017.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,2983896,,1,0,,Active,Activity,,,,CHEMBL612556,Rattus norvegicus,PC-12,10116,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced damage in rat pc12 cells assessed as increase in cell viability at 100 um pretreated for 2 hrs followed by h2o2 challenge measured after 24 hrs by mtt assay | f | activity |  | pc-12 | rattus norvegicus | cell-based format | chembl4002586,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,18006783,[],CHEMBL4003388,Neuroprotective activity against H2O2-induced damage in rat PC12 cells assessed as reduction in LDH release at 100 uM pretreated for 2 hrs followed by H2O2 challenge measured after 24 hrs,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4002586,Eur J Med Chem,2017.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,2983896,,1,0,,Active,Activity,,,,CHEMBL612556,Rattus norvegicus,PC-12,10116,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced damage in rat pc12 cells assessed as reduction in ldh release at 100 um pretreated for 2 hrs followed by h2o2 challenge measured after 24 hrs | f | activity |  | pc-12 | rattus norvegicus | cell-based format | chembl4002586,,ldh,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,\bldh\b,,no_quantitative_value
,,18230633,[],CHEMBL4049972,Neuroprotective activity against glutamate-induced neuronal cell death in mouse HT22 cells assessed as increase in cell viability at 100 uM pretreated for 30 mins followed by glutamate challenge measured after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4049393,Eur J Med Chem,2017.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3025245,,1,0,,Active,Activity,,,,CHEMBL614316,Mus musculus,HT-22,10090,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against glutamate-induced neuronal cell death in mouse ht22 cells assessed as increase in cell viability at 100 um pretreated for 30 mins followed by glutamate challenge measured after 24 hrs by mtt assay | f | activity |  | ht-22 | mus musculus | cell-based format | chembl4049393,neuron,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cell viability|\bviability\b|\bmtt\b|cell death,,no_quantitative_value
,,18254248,[],CHEMBL4055311,Neuroprotective activity against H2O2-induced cell death in rat PC12 cells assessed as increase in cell viability at 10 uM pretreated for 24 hrs followed by H2O2 induction after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4052647,Bioorg Med Chem,2017.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3029035,,1,0,,Active,Activity,,,,CHEMBL612556,Rattus norvegicus,PC-12,10116,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced cell death in rat pc12 cells assessed as increase in cell viability at 10 um pretreated for 24 hrs followed by h2o2 induction after 24 hrs by mtt assay | f | activity |  | pc-12 | rattus norvegicus | cell-based format | chembl4052647,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b|cell death,,no_quantitative_value
,Not Determined,18371202,[],CHEMBL4143580,Antiproliferative activity against NHDF at 30 uM after 72 hrs by MTT assay relative to control,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4138236,Eur J Med Chem,2018.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3049190,,1,0,,,Activity,,,,CHEMBL614200,Homo sapiens,NHDF,9606,,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,antiproliferative activity against nhdf at 30 um after 72 hrs by mtt assay relative to control | a | activity |  | nhdf | homo sapiens | cell-based format | chembl4138236,nhdf|hdf,mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,A_high_confidence_human_normal_like,accepted_normal_like_viability_assay,\bnhdf\b,\bmtt\b,,no_quantitative_value
,,18518504,[],CHEMBL4193462,Neuroprotective activity against H2O2-induced oxidative damage in rat PC12 cells assessed as increase in cell viability at 25 uM preincubated for 2 hrs followed by H2O2 challenge measured after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4190315,Eur J Med Chem,2017.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3074811,,1,0,,Active,Activity,,,,CHEMBL612556,Rattus norvegicus,PC-12,10116,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against h2o2-induced oxidative damage in rat pc12 cells assessed as increase in cell viability at 25 um preincubated for 2 hrs followed by h2o2 challenge measured after 24 hrs by mtt assay | f | activity |  | pc-12 | rattus norvegicus | cell-based format | chembl4190315,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,18539931,[],CHEMBL4197245,Protection against CoCl2-induced damage in rat PC12 cells assessed as cell viability at 10 uM preincubated for 36 hrs followed by CoCl2 addition measured after 12 hrs by MTT assay (Rvb = 51.2%),F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4196025,Eur J Med Chem,2018.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,3078037,=,1,0,=,,Activity,%,,101.3,CHEMBL612556,Rattus norvegicus,PC-12,10116,,,Activity,%,UO_0000187,,101.3,trolox,repair_candidate,strict repair/protective; antioxidant probe,protection against cocl2-induced damage in rat pc12 cells assessed as cell viability at 10 um preincubated for 36 hrs followed by cocl2 addition measured after 12 hrs by mtt assay (rvb = 51.2%) | f | activity | = | pc-12 | rattus norvegicus | cell-based format | chembl4196025,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,18555449,[],CHEMBL4200342,Neuroprotective activity against glutamate-induced cell death in mouse HT22 cells assessed as cell viability at 12.5 uM pretreated for 2 hrs followed by glutamate-challenge and measured after 20 hrs by MTT assay (Rvb = 23 +/- 3.57%),F,,,BAO_0001103,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4196146,J Nat Prod,2018.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,http://qudt.org/vocab/unit#Percent,3080725,=,1,0,=,,Activity,%,,52.0,CHEMBL614316,Mus musculus,HT-22,10090,,,Activity,%,UO_0000187,,52.0,trolox,repair_candidate,strict repair/protective; antioxidant probe,neuroprotective activity against glutamate-induced cell death in mouse ht22 cells assessed as cell viability at 12.5 um pretreated for 2 hrs followed by glutamate-challenge and measured after 20 hrs by mtt assay (rvb = 23 +/- 3.57%) | f | activity | = | ht-22 | mus musculus | cell-based format | chembl4196146,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cell viability|\bviability\b|\bmtt\b|cell death,,no_quantitative_value
,,18590372,[],CHEMBL4224286,Cytoprotection against H2O2-induced oxidative stress in rat PC12 cells assessed as increase in cell viability up to 10 uM after 24 hrs by MTT assay,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4219257,Bioorg Med Chem,2018.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3087477,,1,0,,Active,Activity,,,,CHEMBL612556,Rattus norvegicus,PC-12,10116,Active,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytoprotection against h2o2-induced oxidative stress in rat pc12 cells assessed as increase in cell viability up to 10 um after 24 hrs by mtt assay | f | activity |  | pc-12 | rattus norvegicus | cell-based format | chembl4219257,,cell viability|viability|mtt,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\brat\b,cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
,,18695511,[],CHEMBL4253949,Cytotoxicity against mouse RAW264.7 cells assessed as reduction in cell viability at 30 uM after 18 hrs by MTT assay,A,,,BAO_0000375,BAO_0000219,cell-based format,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,CHEMBL4251613,Eur J Med Chem,2018.0,,,CHEMBL153,TROLOX,CHEMBL153,,0,,3105026,,1,0,,Not toxic,Activity,,,,CHEMBL612557,Mus musculus,RAW264.7,10090,Non-Toxic,,Activity,,,,,trolox,repair_candidate,strict repair/protective; antioxidant probe,cytotoxicity against mouse raw264.7 cells assessed as reduction in cell viability at 30 um after 18 hrs by mtt assay | a | activity |  | raw264.7 | mus musculus | cell-based format | chembl4251613,,cytotoxic|cytotoxicity|cell viability|viability|mtt|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b|\bmtt\b,,no_quantitative_value
