action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,_compound,_role,_axis_or_class,_filter_text,_normal_hits,_viability_hits,_cancer_hits,standard_value_uM,toxicity_bucket,curation_decision,curation_tier,curation_reason,normal_keyword_hits,viability_keyword_hits_curated,exclude_keyword_hits,activity_signal_curated
,,13269205,[],CHEMBL2363639,SANGER: Inhibition of human SJSA-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.69,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,20.37,CHEMBL2366298,Homo sapiens,SJSA-1,9606,,,IC50,uM,UO_0000065,,0.020367393799640383,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sjsa-1 cell growth in a cell viability assay. | f | ic50 | = | sjsa-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.020370000000000003,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269319,[],CHEMBL2363679,SANGER: Inhibition of human SW1417 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.09,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,813.39,CHEMBL1075588,Homo sapiens,SW1417,9606,,,IC50,uM,UO_0000065,,0.8133896580987772,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sw1417 cell growth in a cell viability assay. | f | ic50 | = | sw1417 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.81339,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269418,[],CHEMBL2363680,SANGER: Inhibition of human SW1463 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,5.93,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,1183.49,CHEMBL1075589,Homo sapiens,SW1463,9606,,,IC50,uM,UO_0000065,,1.1834879875692175,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sw1463 cell growth in a cell viability assay. | f | ic50 | = | sw1463 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,1.18349,high_toxicity_signal_le_10uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269517,[],CHEMBL2363681,SANGER: Inhibition of human SW1573 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.24,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,58.02,CHEMBL612570,Homo sapiens,SW1573,9606,,,IC50,uM,UO_0000065,,0.05802234987434574,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sw1573 cell growth in a cell viability assay. | f | ic50 | = | sw1573 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.05802,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269560,[],CHEMBL2363795,SANGER: Inhibition of human TE-8 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,8.62,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,2.369,CHEMBL2366182,Homo sapiens,TE-8,9606,,,IC50,uM,UO_0000065,,0.0023693183055475044,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human te-8 cell growth in a cell viability assay. | f | ic50 | = | te-8 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.002369,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269699,[],CHEMBL2363796,SANGER: Inhibition of human TE-9 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.37,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,42.37,CHEMBL2366147,Homo sapiens,TE-9,9606,,,IC50,uM,UO_0000065,,0.04237134375804935,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human te-9 cell growth in a cell viability assay. | f | ic50 | = | te-9 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.04237,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269881,[],CHEMBL2363238,SANGER: Inhibition of human GB-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.66,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,21.88,CHEMBL2366292,Homo sapiens,GB-1,9606,,,IC50,uM,UO_0000065,,0.021878103117482135,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human gb-1 cell growth in a cell viability assay. | f | ic50 | = | gb-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.02188,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270056,[],CHEMBL2363273,SANGER: Inhibition of human HDLM-2 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.39,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,41.14,CHEMBL2366231,Homo sapiens,HDLM-2,9606,,,IC50,uM,UO_0000065,,0.04113857636494916,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human hdlm-2 cell growth in a cell viability assay. | f | ic50 | = | hdlm-2 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.04114,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270146,[],CHEMBL2363274,SANGER: Inhibition of human HEC-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.14,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,71.61,CHEMBL1075462,Homo sapiens,HEC-1,9606,,,IC50,uM,UO_0000065,,0.07160696021739098,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human hec-1 cell growth in a cell viability assay. | f | ic50 | = | hec-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.07161,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270364,[],CHEMBL2363310,SANGER: Inhibition of human IM-9 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.63,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,234.76,CHEMBL614584,Homo sapiens,IM-9,9606,,,IC50,uM,UO_0000065,,0.23475895844074127,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human im-9 cell growth in a cell viability assay. | f | ic50 | = | im-9 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.23476,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270442,[],CHEMBL2363311,SANGER: Inhibition of human IMR-5 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.35,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,44.9,CHEMBL2366209,Homo sapiens,IMR-5,9606,,,IC50,uM,UO_0000065,,0.04490329956333484,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human imr-5 cell growth in a cell viability assay. | f | ic50 | = | imr-5 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.044899999999999995,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270480,[],CHEMBL2363312,SANGER: Inhibition of human IPC-298 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.02,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,96.44,CHEMBL1075480,Homo sapiens,IPC-298,9606,,,IC50,uM,UO_0000065,,0.0964408897276386,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human ipc-298 cell growth in a cell viability assay. | f | ic50 | = | ipc-298 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.09644,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270581,[],CHEMBL2363344,SANGER: Inhibition of human KOSC-2 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.39,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,41.1,CHEMBL1075481,Homo sapiens,KOSC-2,9606,,,IC50,uM,UO_0000065,,0.0411030068824125,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human kosc-2 cell growth in a cell viability assay. | f | ic50 | = | kosc-2 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.041100000000000005,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270680,[],CHEMBL2363345,SANGER: Inhibition of human KP-4 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.44,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,36.63,CHEMBL1075482,Homo sapiens,KP-4,9606,,,IC50,uM,UO_0000065,,0.03663064843701086,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human kp-4 cell growth in a cell viability assay. | f | ic50 | = | kp-4 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.03663,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270845,[],CHEMBL2363378,SANGER: Inhibition of human LC4-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.94,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,114.66,CHEMBL2366091,Homo sapiens,LC4-1,9606,,,IC50,uM,UO_0000065,,0.11466023522544917,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human lc4-1 cell growth in a cell viability assay. | f | ic50 | = | lc4-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.11466,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270883,[],CHEMBL2363379,SANGER: Inhibition of human LCLC-103H cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,8.37,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,4.295,CHEMBL614066,Homo sapiens,LCLC-103H cell line,9606,,,IC50,uM,UO_0000065,,0.004295273701350237,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human lclc-103h cell growth in a cell viability assay. | f | ic50 | = | lclc-103h cell line | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.004295,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13270994,[],CHEMBL2363414,SANGER: Inhibition of human MEG-01 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.76,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,172.57,CHEMBL2366084,Homo sapiens,MEG-01,9606,,,IC50,uM,UO_0000065,,0.1725671228890817,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human meg-01 cell growth in a cell viability assay. | f | ic50 | = | meg-01 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.17257,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271084,[],CHEMBL2363415,SANGER: Inhibition of human MEL-HO cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.78,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,16.43,CHEMBL1075500,Homo sapiens,MEL-HO,9606,,,IC50,uM,UO_0000065,,0.01643449170397732,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human mel-ho cell growth in a cell viability assay. | f | ic50 | = | mel-ho | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.01643,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271183,[],CHEMBL2363416,SANGER: Inhibition of human MEL-JUSO cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.77,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,16.81,CHEMBL1075501,Homo sapiens,MEL-JUSO,9606,,,IC50,uM,UO_0000065,,0.016811703469856883,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human mel-juso cell growth in a cell viability assay. | f | ic50 | = | mel-juso | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.01681,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271258,[],CHEMBL2363449,SANGER: Inhibition of human Mo-T cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.53,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,293.31,CHEMBL614722,Homo sapiens,Mo,9606,,,IC50,uM,UO_0000065,,0.29330654154247576,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human mo-t cell growth in a cell viability assay. | f | ic50 | = | mo | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.29331,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271387,[],CHEMBL2363450,SANGER: Inhibition of human NALM-6 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,9.07,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,0.8423,CHEMBL614187,Homo sapiens,NALM-6,9606,,,IC50,uM,UO_0000065,,0.000842296894144888,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nalm-6 cell growth in a cell viability assay. | f | ic50 | = | nalm-6 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.0008423,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271460,[],CHEMBL2363486,SANGER: Inhibition of human NCI-H1703 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.21,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,61.78,CHEMBL1075522,Homo sapiens,NCI-H1703,9606,,,IC50,uM,UO_0000065,,0.06177632985137743,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h1703 cell growth in a cell viability assay. | f | ic50 | = | nci-h1703 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.06178,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271542,[],CHEMBL2363487,SANGER: Inhibition of human NCI-H1734 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.49,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,32.3,CHEMBL1075523,Homo sapiens,NCI-H1734,9606,,,IC50,uM,UO_0000065,,0.0322958674391277,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h1734 cell growth in a cell viability assay. | f | ic50 | = | nci-h1734 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.032299999999999995,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271580,[],CHEMBL2363488,SANGER: Inhibition of human NCI-H1755 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.86,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,138.27,CHEMBL1075524,Homo sapiens,NCI-H1755,9606,,,IC50,uM,UO_0000065,,0.1382734545229823,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h1755 cell growth in a cell viability assay. | f | ic50 | = | nci-h1755 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.13827,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271707,[],CHEMBL2363532,SANGER: Inhibition of human NCI-H520 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.57,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,26.64,CHEMBL614099,Homo sapiens,NCI-H520,9606,,,IC50,uM,UO_0000065,,0.02664411442107069,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h520 cell growth in a cell viability assay. | f | ic50 | = | nci-h520 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.02664,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271806,[],CHEMBL2363533,SANGER: Inhibition of human NCI-H522 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.71,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,19.39,CHEMBL614387,Homo sapiens,NCI-H522,9606,,,IC50,uM,UO_0000065,,0.01938549835325723,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h522 cell growth in a cell viability assay. | f | ic50 | = | nci-h522 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.01939,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13271926,[],CHEMBL2363568,SANGER: Inhibition of human OCI-AML2 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.89,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,12.81,CHEMBL2366220,Homo sapiens,OCI-AML2,9606,,,IC50,uM,UO_0000065,,0.012810130189633024,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human oci-aml2 cell growth in a cell viability assay. | f | ic50 | = | oci-aml2 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.01281,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13272056,[],CHEMBL2363569,SANGER: Inhibition of human OCUB-M cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.40,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,39.61,CHEMBL2366121,Homo sapiens,OCUB-M,9606,,,IC50,uM,UO_0000065,,0.03961386879259091,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human ocub-m cell growth in a cell viability assay. | f | ic50 | = | ocub-m | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.03961,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
